"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{4b-/",0,"M4/4","E-:",1,"^7-","4","b-",TRUE,"[b-]",NA,70
2,"4.b-/",1,"M4/4","E-:",1,"7-","4.","b-",FALSE,"P1",1,70
3,"8dd",1,"M4/4","E-:",1,"^2","8","dd",FALSE,"+M3",3,74
4,"8.ee-",1,"M4/4","E-:",1,"^3-","8.","ee-",FALSE,"+m2",2,75
5,"16dd",1,"M4/4","E-:",1,"v2","16","dd",TRUE,"-m2",2,74
6,"8.cc",1,"M4/4","E-:",1,"v1","8.","cc",TRUE,"-M2",2,72
7,"16ff",1,"M4/4","E-:",1,"^4","16","ff",FALSE,"+P4",4,77
8,"4ee-",2,"M4/4","E-:",1,"v3-","4","ee-",TRUE,"-M2",2,75
9,"4dd",2,"M4/4","E-:",1,"v2","4","dd",TRUE,"-m2",2,74
10,"4r}",2,"M4/4","E-:",1,NA,"4",NA,FALSE,NA,NA,NA
11,"{4ee-",2,"M4/4","E-:",2,"^3-","4","ee-",TRUE,"[ee-]",NA,75
12,"(>4ee-/",3,"M4/4","E-:",2,"3-","4","ee-",FALSE,"P1",1,75
13,"8cc/)",3,"M4/4","E-:",2,"v1","8","cc",TRUE,"-m3",3,72
14,"8ff/",3,"M4/4","E-:",2,"^4","8","ff",FALSE,"+P4",4,77
15,"(8ff/L",3,"M4/4","E-:",2,"4","8","ff",FALSE,"P1",1,77
16,"8ee-J)",3,"M4/4","E-:",2,"v3-","8","ee-",TRUE,"-M2",2,75
17,"(>8ee-L",3,"M4/4","E-:",2,"3-","8","ee-",FALSE,"P1",1,75
18,"8ddJ)",3,"M4/4","E-:",2,"v2","8","dd",TRUE,"-m2",2,74
19,"(>4dd/",4,"M4/4","E-:",2,"2","4","dd",FALSE,"P1",1,74
20,"4ee-/)",4,"M4/4","E-:",2,"^3-","4","ee-",FALSE,"+m2",2,75
21,"4r}",4,"M4/4","E-:",2,NA,"4",NA,FALSE,NA,NA,NA
22,"{4ee-/",4,"M4/4","E-:",3,"3-","4","ee-",TRUE,"[ee-]",NA,75
23,"4.ee-/",5,"M4/4","E-:",3,"3-","4.","ee-",FALSE,"P1",1,75
24,"8cc/",5,"M4/4","E-:",3,"v1","8","cc",TRUE,"-m3",3,72
25,"8.dd/",5,"M4/4","E-:",3,"^2","8.","dd",FALSE,"+M2",2,74
26,"16cc/",5,"M4/4","E-:",3,"v1","16","cc",TRUE,"-M2",2,72
27,"8.dd/",5,"M4/4","E-:",3,"^2","8.","dd",FALSE,"+M2",2,74
28,"16ee-/",5,"M4/4","E-:",3,"^3-","16","ee-",FALSE,"+m2",2,75
29,"4dd/",6,"M4/4","E-:",3,"v2","4","dd",TRUE,"-m2",2,74
30,"4cc/",6,"M4/4","E-:",3,"v1","4","cc",TRUE,"-M2",2,72
31,"4r}",6,"M4/4","E-:",3,NA,"4",NA,FALSE,NA,NA,NA
32,"{4ff",6,"M4/4","E-:",4,"^4","4","ff",FALSE,"[ff]",NA,77
33,"8ffL",7,"M4/4","E-:",4,"4","8","ff",FALSE,"P1",1,77
34,"8ee-J",7,"M4/4","E-:",4,"v3-","8","ee-",TRUE,"-M2",2,75
35,"8ggL",7,"M4/4","E-:",4,"^5","8","gg",FALSE,"+M3",3,79
36,"8ee-J",7,"M4/4","E-:",4,"v3-","8","ee-",TRUE,"-M3",3,75
37,"8ee-L",7,"M4/4","E-:",4,"3-","8","ee-",FALSE,"P1",1,75
38,"8ddJ",7,"M4/4","E-:",4,"v2","8","dd",TRUE,"-m2",2,74
39,"8ee-L",7,"M4/4","E-:",4,"^3-","8","ee-",FALSE,"+m2",2,75
40,"8ccJ",7,"M4/4","E-:",4,"v1","8","cc",TRUE,"-m3",3,72
41,"(>4cc",8,"M4/4","E-:",4,"1","4","cc",FALSE,"P1",1,72
42,"4b-/)",8,"M4/4","E-:",4,"v7-","4","b-",TRUE,"-M2",2,70
43,"4r}",8,"M4/4","E-:",4,NA,"4",NA,FALSE,NA,NA,NA
44,"{4b-/",8,"M4/4","E-:",5,"7-","4","b-",TRUE,"[b-]",NA,70
45,"4.b-/",9,"M4/4","E-:",5,"7-","4.","b-",FALSE,"P1",1,70
46,"8cc/",9,"M4/4","E-:",5,"^1","8","cc",FALSE,"+M2",2,72
47,"8dd/",9,"M4/4","E-:",5,"^2","8","dd",FALSE,"+M2",2,74
48,"8ee-/",9,"M4/4","E-:",5,"^3-","8","ee-",FALSE,"+m2",2,75
49,"8ff/",9,"M4/4","E-:",5,"^4","8","ff",FALSE,"+M2",2,77
50,"8ee-/",9,"M4/4","E-:",5,"v3-","8","ee-",TRUE,"-M2",2,75
51,"8ee-/L",10,"M4/4","E-:",5,"3-","8","ee-",FALSE,"P1",1,75
52,"8ddJ",10,"M4/4","E-:",5,"v2","8","dd",TRUE,"-m2",2,74
53,"4.dd/}",10,"M4/4","E-:",5,"2","4.","dd",FALSE,"P1",1,74
54,"{16ee-/L",10,"M4/4","E-:",6,"^3-","16","ee-",FALSE,"+m2",2,75
55,"16ddJ",10,"M4/4","E-:",6,"v2","16","dd",TRUE,"-m2",2,74
56,"8cc/",10,"M4/4","E-:",6,"v1","8","cc",TRUE,"-M2",2,72
57,"8b-/",10,"M4/4","E-:",6,"v7-","8","b-",TRUE,"-M2",2,70
58,"(>4b-/",11,"M4/4","E-:",6,"7-","4","b-",FALSE,"P1",1,70
59,"8ee-/)",11,"M4/4","E-:",6,"^3-","8","ee-",FALSE,"+P4",4,75
60,"8b-/",11,"M4/4","E-:",6,"v7-","8","b-",TRUE,"-P4",4,70
61,"8b-/L",11,"M4/4","E-:",6,"7-","8","b-",FALSE,"P1",1,70
62,"8a-J",11,"M4/4","E-:",6,"v6-","8","a-",TRUE,"-M2",2,68
63,"8a-L",11,"M4/4","E-:",6,"6-","8","a-",FALSE,"P1",1,68
64,"8gJ",11,"M4/4","E-:",6,"v5","8","g",TRUE,"-m2",2,67
65,"8.b-/L",12,"M4/4","E-:",6,"^7-","8.","b-",FALSE,"+m3",3,70
66,"16gJ",12,"M4/4","E-:",6,"v5","16","g",TRUE,"-m3",3,67
67,"4f",12,"M4/4","E-:",6,"v4","4","f",TRUE,"-M2",2,65
68,"4r}",12,"M4/4","E-:",6,NA,"4",NA,FALSE,NA,NA,NA
69,"{4b-/",12,"M4/4","E-:",7,"^7-","4","b-",TRUE,"[b-]",NA,70
70,"4.b-/",13,"M4/4","E-:",7,"7-","4.","b-",FALSE,"P1",1,70
71,"8dd/",13,"M4/4","E-:",7,"^2","8","dd",FALSE,"+M3",3,74
72,"8.ee-",13,"M4/4","E-:",7,"^3-","8.","ee-",FALSE,"+m2",2,75
73,"16dd/",13,"M4/4","E-:",7,"v2","16","dd",TRUE,"-m2",2,74
74,"8.cc/",13,"M4/4","E-:",7,"v1","8.","cc",TRUE,"-M2",2,72
75,"16ff/",13,"M4/4","E-:",7,"^4","16","ff",FALSE,"+P4",4,77
76,"(>4ee-/",14,"M4/4","E-:",7,"v3-","4","ee-",TRUE,"-M2",2,75
77,"4dd/)",14,"M4/4","E-:",7,"v2","4","dd",TRUE,"-m2",2,74
78,"4r}",14,"M4/4","E-:",7,NA,"4",NA,FALSE,NA,NA,NA
79,"{4ee-",14,"M4/4","E-:",8,"^3-","4","ee-",TRUE,"[ee-]",NA,75
80,"8.cc/",15,"M4/4","E-:",8,"v1","8.","cc",TRUE,"-m3",3,72
81,"16dd/",15,"M4/4","E-:",8,"^2","16","dd",FALSE,"+M2",2,74
82,"8.ee-",15,"M4/4","E-:",8,"^3-","8.","ee-",FALSE,"+m2",2,75
83,"16ff",15,"M4/4","E-:",8,"^4","16","ff",FALSE,"+M2",2,77
84,"4ee-/",15,"M4/4","E-:",8,"v3-","4","ee-",TRUE,"-M2",2,75
85,"4dd/",15,"M4/4","E-:",8,"v2","4","dd",TRUE,"-m2",2,74
86,"2aa-",16,"M4/4","E-:",8,"^6-","2","aa-",FALSE,"+d5",5,80
87,"4r}",16,"M4/4","E-:",8,NA,"4",NA,FALSE,NA,NA,NA
88,"{4ff",16,"M4/4","E-:",9,"v4","4","ff",FALSE,"[ff]",NA,77
89,"8.gg",17,"M4/4","E-:",9,"^5","8.","gg",FALSE,"+M2",2,79
90,"16dd",17,"M4/4","E-:",9,"v2","16","dd",TRUE,"-P4",4,74
91,"8.ee-",17,"M4/4","E-:",9,"^3-","8.","ee-",FALSE,"+m2",2,75
92,"16ff",17,"M4/4","E-:",9,"^4","16","ff",FALSE,"+M2",2,77
93,"4ee-",17,"M4/4","E-:",9,"v3-","4","ee-",TRUE,"-M2",2,75
94,"4dd",17,"M4/4","E-:",9,"v2","4","dd",TRUE,"-m2",2,74
95,"4ee-",18,"M4/4","E-:",9,"^3-","4","ee-",FALSE,"+m2",2,75
96,"2r}",18,"M4/4","E-:",9,NA,"2",NA,FALSE,NA,NA,NA
