"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{8cc#",0,"M3/4","A:",1,"^1+","8","cc#",FALSE,"[cc#]",NA,73
2,"4cc#",1,"M3/4","A:",1,"1+","4","cc#",FALSE,"P1",1,73
3,"8.b",1,"M3/4","A:",1,"v7","8.","b",TRUE,"-M2",2,71
4,"16cc#",1,"M3/4","A:",1,"^1+","16","cc#",FALSE,"+M2",2,73
5,"8a",1,"M3/4","A:",1,"v6","8","a",TRUE,"-M3",3,69
6,"8cc#",1,"M3/4","A:",1,"^1+","8","cc#",FALSE,"+M3",3,73
7,"4cc#",2,"M3/4","A:",1,"1+","4","cc#",FALSE,"P1",1,73
8,"8.b",2,"M3/4","A:",1,"v7","8.","b",TRUE,"-M2",2,71
9,"16cc#",2,"M3/4","A:",1,"^1+","16","cc#",FALSE,"+M2",2,73
10,"4a}",2,"M3/4","A:",1,"v6","4","a",TRUE,"-M3",3,69
11,"{4b",3,"M3/4","A:",2,"^7","4","b",FALSE,"+M2",2,71
12,"8.b",3,"M3/4","A:",2,"7","8.","b",FALSE,"P1",1,71
13,"16a",3,"M3/4","A:",2,"v6","16","a",TRUE,"-M2",2,69
14,"8.g#",3,"M3/4","A:",2,"v5+","8.","g#",TRUE,"-m2",2,68
15,"16a",3,"M3/4","A:",2,"^6","16","a",FALSE,"+m2",2,69
16,"8bL",4,"M3/4","A:",2,"^7","8","b",FALSE,"+M2",2,71
17,"8aJ",4,"M3/4","A:",2,"v6","8","a",TRUE,"-M2",2,69
18,"8g#",4,"M3/4","A:",2,"v5+","8","g#",TRUE,"-m2",2,68
19,"8f#",4,"M3/4","A:",2,"v4+","8","f#",TRUE,"-M2",2,66
20,"8e}",4,"M3/4","A:",2,"v3","8","e",TRUE,"-M2",2,64
21,"{8cc#",4,"M3/4","A:",3,"^1+","8","cc#",FALSE,"+M6",6,73
22,"4cc#",5,"M3/4","A:",3,"1+","4","cc#",FALSE,"P1",1,73
23,"8.b",5,"M3/4","A:",3,"v7","8.","b",TRUE,"-M2",2,71
24,"16cc#",5,"M3/4","A:",3,"^1+","16","cc#",FALSE,"+M2",2,73
25,"8a",5,"M3/4","A:",3,"v6","8","a",TRUE,"-M3",3,69
26,"8cc#",5,"M3/4","A:",3,"^1+","8","cc#",FALSE,"+M3",3,73
27,"4cc#",6,"M3/4","A:",3,"1+","4","cc#",FALSE,"P1",1,73
28,"8.b",6,"M3/4","A:",3,"v7","8.","b",TRUE,"-M2",2,71
29,"16cc#",6,"M3/4","A:",3,"^1+","16","cc#",FALSE,"+M2",2,73
30,"4a}",6,"M3/4","A:",3,"v6","4","a",TRUE,"-M3",3,69
31,"{4b",7,"M3/4","A:",4,"^7","4","b",FALSE,"+M2",2,71
32,"8.b",7,"M3/4","A:",4,"7","8.","b",FALSE,"P1",1,71
33,"16a",7,"M3/4","A:",4,"v6","16","a",TRUE,"-M2",2,69
34,"8.g#",7,"M3/4","A:",4,"v5+","8.","g#",TRUE,"-m2",2,68
35,"16b",7,"M3/4","A:",4,"^7","16","b",FALSE,"+m3",3,71
36,"4b",8,"M3/4","A:",4,"7","4","b",FALSE,"P1",1,71
37,"8a",8,"M3/4","A:",4,"v6","8","a",TRUE,"-M2",2,69
38,"8r",8,"M3/4","A:",4,NA,"8",NA,FALSE,NA,NA,NA
39,"8r}",8,"M3/4","A:",4,NA,"8",NA,FALSE,NA,NA,NA
40,"{8ee",8,"M3/4","A:",5,"^3","8","ee",FALSE,"[ee]",NA,76
41,"4ee",9,"M3/4","A:",5,"3","4","ee",FALSE,"P1",1,76
42,"8.ee",9,"M3/4","A:",5,"3","8.","ee",FALSE,"P1",1,76
43,"16ee",9,"M3/4","A:",5,"3","16","ee",FALSE,"P1",1,76
44,"8ee",9,"M3/4","A:",5,"3","8","ee",FALSE,"P1",1,76
45,"8ee",9,"M3/4","A:",5,"3","8","ee",FALSE,"P1",1,76
46,"4dd",10,"M3/4","A:",5,"v2","4","dd",TRUE,"-M2",2,74
47,"8.ff#",10,"M3/4","A:",5,"^4+","8.","ff#",FALSE,"+M3",3,78
48,"16ee",10,"M3/4","A:",5,"v3","16","ee",TRUE,"-M2",2,76
49,"8.dd}",10,"M3/4","A:",5,"v2","8.","dd",TRUE,"-M2",2,74
50,"{16cc#",10,"M3/4","A:",6,"v1+","16","cc#",TRUE,"-m2",2,73
51,"8bL",11,"M3/4","A:",6,"v7","8","b",TRUE,"-M2",2,71
52,"8cc#J",11,"M3/4","A:",6,"^1+","8","cc#",FALSE,"+M2",2,73
53,"8dd",11,"M3/4","A:",6,"^2","8","dd",FALSE,"+m2",2,74
54,"8cc#",11,"M3/4","A:",6,"v1+","8","cc#",TRUE,"-m2",2,73
55,"8dd",11,"M3/4","A:",6,"^2","8","dd",FALSE,"+m2",2,74
56,"8b",11,"M3/4","A:",6,"v7","8","b",TRUE,"-m3",3,71
57,"8cc#L",12,"M3/4","A:",6,"^1+","8","cc#",FALSE,"+M2",2,73
58,"8ddJ",12,"M3/4","A:",6,"^2","8","dd",FALSE,"+m2",2,74
59,"8.ee",12,"M3/4","A:",6,"^3","8.","ee",FALSE,"+M2",2,76
60,"16dd",12,"M3/4","A:",6,"v2","16","dd",TRUE,"-M2",2,74
61,"8.cc#}",12,"M3/4","A:",6,"v1+","8.","cc#",TRUE,"-m2",2,73
62,"{16b",12,"M3/4","A:",7,"v7","16","b",TRUE,"-M2",2,71
63,"8a/L",13,"M3/4","A:",7,"v6","8","a",TRUE,"-M2",2,69
64,"8cc#J",13,"M3/4","A:",7,"^1+","8","cc#",FALSE,"+M3",3,73
65,"8cc#",13,"M3/4","A:",7,"1+","8","cc#",FALSE,"P1",1,73
66,"8cc#",13,"M3/4","A:",7,"1+","8","cc#",FALSE,"P1",1,73
67,"8cc#",13,"M3/4","A:",7,"1+","8","cc#",FALSE,"P1",1,73
68,"8cc#",13,"M3/4","A:",7,"1+","8","cc#",FALSE,"P1",1,73
69,"8bJ",14,"M3/4","A:",7,"v7","8","b",TRUE,"-M2",2,71
70,"8cc#L",14,"M3/4","A:",7,"^1+","8","cc#",FALSE,"+M2",2,73
71,"8dd",14,"M3/4","A:",7,"^2","8","dd",FALSE,"+m2",2,74
72,"8cc#",14,"M3/4","A:",7,"v1+","8","cc#",TRUE,"-m2",2,73
73,"8b}",14,"M3/4","A:",7,"v7","8","b",TRUE,"-M2",2,71
74,"{8a",14,"M3/4","A:",8,"v6","8","a",TRUE,"-M2",2,69
75,"8bL",15,"M3/4","A:",8,"^7","8","b",FALSE,"+M2",2,71
76,"8cc#J",15,"M3/4","A:",8,"^1+","8","cc#",FALSE,"+M2",2,73
77,"8b",15,"M3/4","A:",8,"v7","8","b",TRUE,"-M2",2,71
78,"8a",15,"M3/4","A:",8,"v6","8","a",TRUE,"-M2",2,69
79,"8g#",15,"M3/4","A:",8,"v5+","8","g#",TRUE,"-m2",2,68
80,"8b",15,"M3/4","A:",8,"^7","8","b",FALSE,"+m3",3,71
81,"4b",16,"M3/4","A:",8,"7","4","b",FALSE,"P1",1,71
82,"8a",16,"M3/4","A:",8,"v6","8","a",TRUE,"-M2",2,69
83,"8r",16,"M3/4","A:",8,NA,"8",NA,FALSE,NA,NA,NA
84,"8r}",16,"M3/4","A:",8,NA,"8",NA,FALSE,NA,NA,NA
