"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{16a",0,"M3/8","A:",1,"^6","16","a",FALSE,"[a]",NA,69
2,"8a",1,"M3/8","A:",1,"6","8","a",FALSE,"P1",1,69
3,"8cc#",1,"M3/8","A:",1,"^1+","8","cc#",FALSE,"+M3",3,73
4,"16r",1,"M3/8","A:",1,NA,"16",NA,FALSE,NA,NA,NA
5,"16ee",1,"M3/8","A:",1,"^3","16","ee",FALSE,"[ee]",NA,76
6,"8g#",2,"M3/8","A:",1,"v5+","8","g#",TRUE,"-m6",6,68
7,"(16g#L",2,"M3/8","A:",1,"5+","16","g#",FALSE,"P1",1,68
8,"16aJ)}",2,"M3/8","A:",1,"^6","16","a",FALSE,"+m2",2,69
9,"{(16bL",2,"M3/8","A:",2,"^7","16","b",FALSE,"+M2",2,71
10,"16cc#J)",2,"M3/8","A:",2,"^1+","16","cc#",FALSE,"+M2",2,73
11,"8dd",3,"M3/8","A:",2,"^2","8","dd",FALSE,"+m2",2,74
12,"(16ddL",3,"M3/8","A:",2,"2","16","dd",FALSE,"P1",1,74
13,"16cc#J)",3,"M3/8","A:",2,"v1+","16","cc#",TRUE,"-m2",2,73
14,"(16ddL",3,"M3/8","A:",2,"^2","16","dd",FALSE,"+m2",2,74
15,"16eeJ)",3,"M3/8","A:",2,"^3","16","ee",FALSE,"+M2",2,76
16,"8cc#",4,"M3/8","A:",2,"v1+","8","cc#",TRUE,"-m3",3,73
17,"8r",4,"M3/8","A:",2,NA,"8",NA,FALSE,NA,NA,NA
18,"16r}",4,"M3/8","A:",2,NA,"16",NA,FALSE,NA,NA,NA
19,"{16a",4,"M3/8","A:",3,"v6","16","a",FALSE,"[a]",NA,69
20,"8ee",5,"M3/8","A:",3,"^3","8","ee",FALSE,"+P5",5,76
21,"8cc#",5,"M3/8","A:",3,"v1+","8","cc#",TRUE,"-m3",3,73
22,"16r",5,"M3/8","A:",3,NA,"16",NA,FALSE,NA,NA,NA
23,"16a",5,"M3/8","A:",3,"v6","16","a",FALSE,"[a]",NA,69
24,"8f#",6,"M3/8","A:",3,"v4+","8","f#",TRUE,"-m3",3,66
25,"8dd",6,"M3/8","A:",3,"^2","8","dd",FALSE,"+m6",6,74
