"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{8cc/",0,"M4/4","A-:",1,"^1","8","cc",FALSE,"[cc]",NA,72
2,"8ee-/",0,"M4/4","A-:",1,"^3-","8","ee-",FALSE,"+m3",3,75
3,"8g",0,"M4/4","A-:",1,"v5","8","g",TRUE,"-m6",6,67
4,"4a-",1,"M4/4","A-:",1,"^6-","4","a-",FALSE,"+m2",2,68
5,"8r",1,"M4/4","A-:",1,NA,"8",NA,FALSE,NA,NA,NA
6,"8a-",1,"M4/4","A-:",1,"6-","8","a-",TRUE,"[a-]",NA,68
7,"8b-/",1,"M4/4","A-:",1,"^7-","8","b-",FALSE,"+M2",2,70
8,"8cc/",1,"M4/4","A-:",1,"^1","8","cc",FALSE,"+M2",2,72
9,"8dd-/",1,"M4/4","A-:",1,"^2-","8","dd-",FALSE,"+m2",2,73
10,"8cc/",1,"M4/4","A-:",1,"v1","8","cc",TRUE,"-m2",2,72
11,"4cc/",2,"M4/4","A-:",1,"1","4","cc",FALSE,"P1",1,72
12,"4b-/",2,"M4/4","A-:",1,"v7-","4","b-",TRUE,"-M2",2,70
13,"8r}",2,"M4/4","A-:",1,NA,"8",NA,FALSE,NA,NA,NA
14,"{8b-/",2,"M4/4","A-:",2,"7-","8","b-",TRUE,"[b-]",NA,70
15,"8ee-/",2,"M4/4","A-:",2,"^3-","8","ee-",FALSE,"+P4",4,75
16,"8ff/",2,"M4/4","A-:",2,"^4","8","ff",FALSE,"+M2",2,77
17,"[2gg/",3,"M4/4","A-:",2,"^5","2","gg",FALSE,"+M2",2,79
18,"8gg/]",3,"M4/4","A-:",2,"5","8","gg",FALSE,"P1",1,79
19,"8ee-/",3,"M4/4","A-:",2,"v3-","8","ee-",TRUE,"-M3",3,75
20,"8ff/",3,"M4/4","A-:",2,"^4","8","ff",FALSE,"+M2",2,77
21,"8ddn/",3,"M4/4","A-:",2,"v2","8","dd",TRUE,"-m3",3,74
22,"2ee-/",4,"M4/4","A-:",2,"^3-","2","ee-",FALSE,"+m2",2,75
23,"8r}",4,"M4/4","A-:",2,NA,"8",NA,FALSE,NA,NA,NA
24,"{8ee-/",4,"M4/4","A-:",3,"3-","8","ee-",TRUE,"[ee-]",NA,75
25,"8dd-X/",4,"M4/4","A-:",3,"v2-","8","dd-",TRUE,"-M2",2,73
26,"8b-/",4,"M4/4","A-:",3,"v7-","8","b-",TRUE,"-m3",3,70
27,"4.a-",5,"M4/4","A-:",3,"v6-","4.","a-",TRUE,"-M2",2,68
28,"8g",5,"M4/4","A-:",3,"v5","8","g",TRUE,"-m2",2,67
29,"8a-",5,"M4/4","A-:",3,"^6-","8","a-",FALSE,"+m2",2,68
30,"8a-",5,"M4/4","A-:",3,"6-","8","a-",FALSE,"P1",1,68
31,"8b-/",5,"M4/4","A-:",3,"^7-","8","b-",FALSE,"+M2",2,70
32,"8cc/",5,"M4/4","A-:",3,"^1","8","cc",FALSE,"+M2",2,72
33,"8ee-/L",6,"M4/4","A-:",3,"^3-","8","ee-",FALSE,"+m3",3,75
34,"8dd-J",6,"M4/4","A-:",3,"v2-","8","dd-",TRUE,"-M2",2,73
35,"4cc/",6,"M4/4","A-:",3,"v1","4","cc",TRUE,"-m2",2,72
36,"8r}",6,"M4/4","A-:",3,NA,"8",NA,FALSE,NA,NA,NA
37,"{8cc/",6,"M4/4","A-:",4,"1","8","cc",FALSE,"[cc]",NA,72
38,"8ee-/",6,"M4/4","A-:",4,"^3-","8","ee-",FALSE,"+m3",3,75
39,"8a-",6,"M4/4","A-:",4,"v6-","8","a-",TRUE,"-P5",5,68
40,"2ff/",7,"M4/4","A-:",4,"^4","2","ff",FALSE,"+M6",6,77
41,"8r",7,"M4/4","A-:",4,NA,"8",NA,FALSE,NA,NA,NA
42,"8cc/",7,"M4/4","A-:",4,"v1","8","cc",FALSE,"[cc]",NA,72
43,"8dd-/",7,"M4/4","A-:",4,"^2-","8","dd-",FALSE,"+m2",2,73
44,"8g",7,"M4/4","A-:",4,"v5","8","g",TRUE,"-d5",5,67
45,"2a-",8,"M4/4","A-:",4,"^6-","2","a-",FALSE,"+m2",2,68
46,"8r}",8,"M4/4","A-:",4,NA,"8",NA,FALSE,NA,NA,NA
