"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{8d",1,"M2/4","D:",1,"^2","8","d",FALSE,"[d]",NA,62
2,"8f#",1,"M2/4","D:",1,"^4+","8","f#",FALSE,"+M3",3,66
3,"8f#",1,"M2/4","D:",1,"4+","8","f#",FALSE,"P1",1,66
4,"8a",1,"M2/4","D:",1,"^6","8","a",FALSE,"+m3",3,69
5,"8a",2,"M2/4","D:",1,"6","8","a",FALSE,"P1",1,69
6,"16f#L",2,"M2/4","D:",1,"v4+","16","f#",TRUE,"-m3",3,66
7,"16gJ",2,"M2/4","D:",1,"^5","16","g",FALSE,"+m2",2,67
8,"4e}",2,"M2/4","D:",1,"v3","4","e",TRUE,"-m3",3,64
9,"{8d",3,"M2/4","D:",2,"v2","8","d",TRUE,"-M2",2,62
10,"8f#",3,"M2/4","D:",2,"^4+","8","f#",FALSE,"+M3",3,66
11,"8f#",3,"M2/4","D:",2,"4+","8","f#",FALSE,"P1",1,66
12,"8a",3,"M2/4","D:",2,"^6","8","a",FALSE,"+m3",3,69
13,"4a",4,"M2/4","D:",2,"6","4","a",FALSE,"P1",1,69
14,"4e}",4,"M2/4","D:",2,"v3","4","e",TRUE,"-P4",4,64
15,"{8d",5,"M2/4","D:",3,"v2","8","d",TRUE,"-M2",2,62
16,"8f#",5,"M2/4","D:",3,"^4+","8","f#",FALSE,"+M3",3,66
17,"8f#",5,"M2/4","D:",3,"4+","8","f#",FALSE,"P1",1,66
18,"8a",5,"M2/4","D:",3,"^6","8","a",FALSE,"+m3",3,69
19,"8a",6,"M2/4","D:",3,"6","8","a",FALSE,"P1",1,69
20,"16f#L",6,"M2/4","D:",3,"v4+","16","f#",TRUE,"-m3",3,66
21,"16gJ",6,"M2/4","D:",3,"^5","16","g",FALSE,"+m2",2,67
22,"4e}",6,"M2/4","D:",3,"v3","4","e",TRUE,"-m3",3,64
23,"{8.a",7,"M2/4","D:",4,"^6","8.","a",FALSE,"+P4",4,69
24,"16dd",7,"M2/4","D:",4,"^2","16","dd",FALSE,"+P4",4,74
25,"(16b",7,"M2/4","D:",4,"v7","16","b",TRUE,"-m3",3,71
26,"16g)",7,"M2/4","D:",4,"v5","16","g",TRUE,"-M3",3,67
27,"(>16g",7,"M2/4","D:",4,"5","16","g",FALSE,"P1",1,67
28,"16e)",7,"M2/4","D:",4,"v3","16","e",TRUE,"-m3",3,64
29,"4e",8,"M2/4","D:",4,"3","4","e",FALSE,"P1",1,64
30,"8d",8,"M2/4","D:",4,"v2","8","d",TRUE,"-M2",2,62
31,"8r}",8,"M2/4","D:",4,NA,"8",NA,FALSE,NA,NA,NA
32,"{8.e",9,"M2/4","D:",5,"^3","8.","e",FALSE,"[e]",NA,64
33,"16a",9,"M2/4","D:",5,"^6","16","a",FALSE,"+P4",4,69
34,"8.a",9,"M2/4","D:",5,"6","8.","a",FALSE,"P1",1,69
35,"16e",9,"M2/4","D:",5,"v3","16","e",TRUE,"-P4",4,64
36,"8.e",10,"M2/4","D:",5,"3","8.","e",FALSE,"P1",1,64
37,"16d",10,"M2/4","D:",5,"v2","16","d",TRUE,"-M2",2,62
38,"(8dL",10,"M2/4","D:",5,"2","8","d",FALSE,"P1",1,62
39,"8c#J)}",10,"M2/4","D:",5,"v1+","8","c#",TRUE,"-m2",2,61
40,"{8.e",11,"M2/4","D:",6,"^3","8.","e",FALSE,"+m3",3,64
41,"16cc#",11,"M2/4","D:",6,"^1+","16","cc#",FALSE,"+M6",6,73
42,"8.cc#",11,"M2/4","D:",6,"1+","8.","cc#",FALSE,"P1",1,73
43,"16g#",11,"M2/4","D:",6,"v5+","16","g#",TRUE,"-P4",4,68
44,"4g#^",12,"M2/4","D:",6,"5+","4","g#",FALSE,"P1",1,68
45,"8a",12,"M2/4","D:",6,"^6","8","a",FALSE,"+m2",2,69
46,"8r}",12,"M2/4","D:",6,NA,"8",NA,FALSE,NA,NA,NA
47,"{8d",13,"M2/4","D:",7,"v2","8","d",FALSE,"[d]",NA,62
48,"8f#",13,"M2/4","D:",7,"^4+","8","f#",FALSE,"+M3",3,66
49,"8f#",13,"M2/4","D:",7,"4+","8","f#",FALSE,"P1",1,66
50,"8a",13,"M2/4","D:",7,"^6","8","a",FALSE,"+m3",3,69
51,"8a",14,"M2/4","D:",7,"6","8","a",FALSE,"P1",1,69
52,"16f#L",14,"M2/4","D:",7,"v4+","16","f#",TRUE,"-m3",3,66
53,"16gJ",14,"M2/4","D:",7,"^5","16","g",FALSE,"+m2",2,67
54,"4e}",14,"M2/4","D:",7,"v3","4","e",TRUE,"-m3",3,64
55,"{8.a",15,"M2/4","D:",8,"^6","8.","a",FALSE,"+P4",4,69
56,"16dd",15,"M2/4","D:",8,"^2","16","dd",FALSE,"+P4",4,74
57,"(16b/",15,"M2/4","D:",8,"v7","16","b",TRUE,"-m3",3,71
58,"16g)",15,"M2/4","D:",8,"v5","16","g",TRUE,"-M3",3,67
59,"(16g",15,"M2/4","D:",8,"5","16","g",FALSE,"P1",1,67
60,"16e)",15,"M2/4","D:",8,"v3","16","e",TRUE,"-m3",3,64
61,"4e",16,"M2/4","D:",8,"3","4","e",FALSE,"P1",1,64
62,"8d",16,"M2/4","D:",8,"v2","8","d",TRUE,"-M2",2,62
63,"8r}",16,"M2/4","D:",8,NA,"8",NA,FALSE,NA,NA,NA
