"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{8a",0,"M6/8","D:",1,"^6","8","a",FALSE,"[a]",NA,69
2,"4dd",1,"M6/8","D:",1,"^2","4","dd",FALSE,"+P4",4,74
3,"8dd",1,"M6/8","D:",1,"2","8","dd",FALSE,"P1",1,74
4,"4a",1,"M6/8","D:",1,"v6","4","a",TRUE,"-P4",4,69
5,"8a",1,"M6/8","D:",1,"6","8","a",FALSE,"P1",1,69
6,"4f#",2,"M6/8","D:",1,"v4+","4","f#",TRUE,"-m3",3,66
7,"8g",2,"M6/8","D:",1,"^5","8","g",FALSE,"+m2",2,67
8,"4a}",2,"M6/8","D:",1,"^6","4","a",FALSE,"+M2",2,69
9,"{8f#",2,"M6/8","D:",2,"v4+","8","f#",TRUE,"-m3",3,66
10,"4b",3,"M6/8","D:",2,"^7","4","b",FALSE,"+P4",4,71
11,"8a",3,"M6/8","D:",2,"v6","8","a",TRUE,"-M2",2,69
12,"(8aL",3,"M6/8","D:",2,"6","8","a",FALSE,"P1",1,69
13,"8gJ)",3,"M6/8","D:",2,"v5","8","g",TRUE,"-M2",2,67
14,"8f#",3,"M6/8","D:",2,"v4+","8","f#",TRUE,"-m2",2,66
15,"4.f#",4,"M6/8","D:",2,"4+","4.","f#",FALSE,"P1",1,66
16,"4e}",4,"M6/8","D:",2,"v3","4","e",TRUE,"-M2",2,64
17,"{8a",4,"M6/8","D:",3,"^6","8","a",FALSE,"+P4",4,69
18,"4dd",5,"M6/8","D:",3,"^2","4","dd",FALSE,"+P4",4,74
19,"8dd",5,"M6/8","D:",3,"2","8","dd",FALSE,"P1",1,74
20,"4a",5,"M6/8","D:",3,"v6","4","a",TRUE,"-P4",4,69
21,"8a",5,"M6/8","D:",3,"6","8","a",FALSE,"P1",1,69
22,"4f#",6,"M6/8","D:",3,"v4+","4","f#",TRUE,"-m3",3,66
23,"8g",6,"M6/8","D:",3,"^5","8","g",FALSE,"+m2",2,67
24,"4a}",6,"M6/8","D:",3,"^6","4","a",FALSE,"+M2",2,69
25,"{8a",6,"M6/8","D:",4,"6","8","a",FALSE,"P1",1,69
26,"(8aL",7,"M6/8","D:",4,"6","8","a",FALSE,"P1",1,69
27,"8g#J)",7,"M6/8","D:",4,"v5+","8","g#",TRUE,"-m2",2,68
28,"8g#",7,"M6/8","D:",4,"5+","8","g#",FALSE,"P1",1,68
29,"(8ddL",7,"M6/8","D:",4,"^2","8","dd",FALSE,"+d5",5,74
30,"8bJ)",7,"M6/8","D:",4,"v7","8","b",TRUE,"-m3",3,71
31,"8g#",7,"M6/8","D:",4,"v5+","8","g#",TRUE,"-m3",3,68
32,"4.b",8,"M6/8","D:",4,"^7","4.","b",FALSE,"+m3",3,71
33,"4a}",8,"M6/8","D:",4,"v6","4","a",TRUE,"-M2",2,69
34,"{8a",8,"M6/8","D:",5,"6","8","a",FALSE,"P1",1,69
35,"4b",9,"M6/8","D:",5,"^7","4","b",FALSE,"+M2",2,71
36,"8f#",9,"M6/8","D:",5,"v4+","8","f#",TRUE,"-P4",4,66
37,"4e",9,"M6/8","D:",5,"v3","4","e",TRUE,"-M2",2,64
38,"8f#",9,"M6/8","D:",5,"^4+","8","f#",FALSE,"+M2",2,66
39,"4g",10,"M6/8","D:",5,"^5","4","g",FALSE,"+m2",2,67
40,"8a",10,"M6/8","D:",5,"^6","8","a",FALSE,"+M2",2,69
41,"4g}",10,"M6/8","D:",5,"v5","4","g",TRUE,"-M2",2,67
42,"{8e",10,"M6/8","D:",6,"v3","8","e",TRUE,"-m3",3,64
43,"8.cc#L",11,"M6/8","D:",6,"^1+","8.","cc#",FALSE,"+M6",6,73
44,"16bJ",11,"M6/8","D:",6,"v7","16","b",TRUE,"-M2",2,71
45,"8cc#",11,"M6/8","D:",6,"^1+","8","cc#",FALSE,"+M2",2,73
46,"4dd",11,"M6/8","D:",6,"^2","4","dd",FALSE,"+m2",2,74
47,"8f#",11,"M6/8","D:",6,"v4+","8","f#",TRUE,"-m6",6,66
48,"4e",12,"M6/8","D:",6,"v3","4","e",TRUE,"-M2",2,64
49,"8a",12,"M6/8","D:",6,"^6","8","a",FALSE,"+P4",4,69
50,"4d}",12,"M6/8","D:",6,"v2","4","d",TRUE,"-P5",5,62
