"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{16aL",0,"M6/8","F:",1,"^6","16","a",FALSE,"[a]",NA,69
2,"16gJ",0,"M6/8","F:",1,"v5","16","g",TRUE,"-M2",2,67
3,"4f",1,"M6/8","F:",1,"v4","4","f",TRUE,"-M2",2,65
4,"8f",1,"M6/8","F:",1,"4","8","f",FALSE,"P1",1,65
5,"4f",1,"M6/8","F:",1,"4","4","f",FALSE,"P1",1,65
6,"16aL",1,"M6/8","F:",1,"^6","16","a",FALSE,"+M3",3,69
7,"16gJ",1,"M6/8","F:",1,"v5","16","g",TRUE,"-M2",2,67
8,"4f",2,"M6/8","F:",1,"v4","4","f",TRUE,"-M2",2,65
9,"8f",2,"M6/8","F:",1,"4","8","f",FALSE,"P1",1,65
10,"4f}",2,"M6/8","F:",1,"4","4","f",FALSE,"P1",1,65
11,"{16b-L",2,"M6/8","F:",2,"^7-","16","b-",FALSE,"+P4",4,70
12,"16aJ",2,"M6/8","F:",2,"v6","16","a",TRUE,"-m2",2,69
13,"4g",3,"M6/8","F:",2,"v5","4","g",TRUE,"-M2",2,67
14,"8g",3,"M6/8","F:",2,"5","8","g",FALSE,"P1",1,67
15,"4g",3,"M6/8","F:",2,"5","4","g",FALSE,"P1",1,67
16,"16cc/L",3,"M6/8","F:",2,"^1","16","cc",FALSE,"+P4",4,72
17,"16b-J",3,"M6/8","F:",2,"v7-","16","b-",TRUE,"-M2",2,70
18,"4a",4,"M6/8","F:",2,"v6","4","a",TRUE,"-m2",2,69
19,"8a",4,"M6/8","F:",2,"6","8","a",FALSE,"P1",1,69
20,"4a}",4,"M6/8","F:",2,"6","4","a",FALSE,"P1",1,69
21,"{16cc/L",4,"M6/8","F:",3,"^1","16","cc",FALSE,"+m3",3,72
22,"16ddJ",4,"M6/8","F:",3,"^2","16","dd",FALSE,"+M2",2,74
23,"8cc/L",5,"M6/8","F:",3,"v1","8","cc",TRUE,"-M2",2,72
24,"8b-J",5,"M6/8","F:",3,"v7-","8","b-",TRUE,"-M2",2,70
25,"8a",5,"M6/8","F:",3,"v6","8","a",TRUE,"-m2",2,69
26,"8aL",5,"M6/8","F:",3,"6","8","a",FALSE,"P1",1,69
27,"8b-J",5,"M6/8","F:",3,"^7-","8","b-",FALSE,"+m2",2,70
28,"8cc",5,"M6/8","F:",3,"^1","8","cc",FALSE,"+M2",2,72
29,"4dd",6,"M6/8","F:",3,"^2","4","dd",FALSE,"+M2",2,74
30,"8dd",6,"M6/8","F:",3,"2","8","dd",FALSE,"P1",1,74
31,"4dd}",6,"M6/8","F:",3,"2","4","dd",FALSE,"P1",1,74
32,"{8dd",6,"M6/8","F:",4,"2","8","dd",FALSE,"P1",1,74
33,"8cc/L",7,"M6/8","F:",4,"v1","8","cc",TRUE,"-M2",2,72
34,"8b-J",7,"M6/8","F:",4,"v7-","8","b-",TRUE,"-M2",2,70
35,"8a",7,"M6/8","F:",4,"v6","8","a",TRUE,"-m2",2,69
36,"8gL",7,"M6/8","F:",4,"v5","8","g",TRUE,"-M2",2,67
37,"8fJ",7,"M6/8","F:",4,"v4","8","f",TRUE,"-M2",2,65
38,"8e",7,"M6/8","F:",4,"v3","8","e",TRUE,"-m2",2,64
39,"4f",8,"M6/8","F:",4,"^4","4","f",FALSE,"+m2",2,65
40,"8f",8,"M6/8","F:",4,"4","8","f",FALSE,"P1",1,65
41,"4f}",8,"M6/8","F:",4,"4","4","f",FALSE,"P1",1,65
