"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{4a",0,"M4/4","D:",1,"^6","4","a",FALSE,"[a]",NA,69
2,"4dd",1,"M4/4","D:",1,"^2","4","dd",FALSE,"+P4",4,74
3,"4cc#",1,"M4/4","D:",1,"v1+","4","cc#",TRUE,"-m2",2,73
4,"4dd",1,"M4/4","D:",1,"^2","4","dd",FALSE,"+m2",2,74
5,"4ee",1,"M4/4","D:",1,"^3","4","ee",FALSE,"+M2",2,76
6,"4.ff#",2,"M4/4","D:",1,"^4+","4.","ff#",FALSE,"+M2",2,78
7,"8ee",2,"M4/4","D:",1,"v3","8","ee",TRUE,"-M2",2,76
8,"4dd/",2,"M4/4","D:",1,"v2","4","dd",TRUE,"-M2",2,74
9,"4ff#/",2,"M4/4","D:",1,"^4+","4","ff#",FALSE,"+M3",3,78
10,"2ee/",3,"M4/4","D:",1,"v3","2","ee",TRUE,"-M2",2,76
11,"4r}",3,"M4/4","D:",1,NA,"4",NA,FALSE,NA,NA,NA
12,"{4a",3,"M4/4","D:",2,"v6","4","a",FALSE,"[a]",NA,69
13,"4ee/",4,"M4/4","D:",2,"^3","4","ee",FALSE,"+P5",5,76
14,"4dd/",4,"M4/4","D:",2,"v2","4","dd",TRUE,"-M2",2,74
15,"4ee/",4,"M4/4","D:",2,"^3","4","ee",FALSE,"+M2",2,76
16,"4ff#/",4,"M4/4","D:",2,"^4+","4","ff#",FALSE,"+M2",2,78
17,"4.gg",5,"M4/4","D:",2,"^5","4.","gg",FALSE,"+m2",2,79
18,"8ff#",5,"M4/4","D:",2,"v4+","8","ff#",TRUE,"-m2",2,78
19,"4ee",5,"M4/4","D:",2,"v3","4","ee",TRUE,"-M2",2,76
20,"4ee",5,"M4/4","D:",2,"3","4","ee",FALSE,"P1",1,76
21,"2ff#",6,"M4/4","D:",2,"^4+","2","ff#",FALSE,"+M2",2,78
22,"4r}",6,"M4/4","D:",2,NA,"4",NA,FALSE,NA,NA,NA
23,"{4ff#",6,"M4/4","D:",3,"4+","4","ff#",FALSE,"[ff#]",NA,78
24,"4.ff#/",7,"M4/4","D:",3,"4+","4.","ff#",FALSE,"P1",1,78
25,"8ff#/",7,"M4/4","D:",3,"4+","8","ff#",FALSE,"P1",1,78
26,"4ff#/",7,"M4/4","D:",3,"4+","4","ff#",FALSE,"P1",1,78
27,"4ee/",7,"M4/4","D:",3,"v3","4","ee",TRUE,"-M2",2,76
28,"4dd/",8,"M4/4","D:",3,"v2","4","dd",TRUE,"-M2",2,74
29,"4cc#/",8,"M4/4","D:",3,"v1+","4","cc#",TRUE,"-m2",2,73
30,"4dd/}",8,"M4/4","D:",3,"^2","4","dd",FALSE,"+m2",2,74
31,"{4b/",8,"M4/4","D:",4,"v7","4","b",TRUE,"-m3",3,71
32,"4.ee/",9,"M4/4","D:",4,"^3","4.","ee",FALSE,"+P4",4,76
33,"8ee/",9,"M4/4","D:",4,"3","8","ee",FALSE,"P1",1,76
34,"4ee/",9,"M4/4","D:",4,"3","4","ee",FALSE,"P1",1,76
35,"4dd/",9,"M4/4","D:",4,"v2","4","dd",TRUE,"-M2",2,74
36,"4cc#/",10,"M4/4","D:",4,"v1+","4","cc#",TRUE,"-m2",2,73
37,"8b/",10,"M4/4","D:",4,"v7","8","b",TRUE,"-M2",2,71
38,"8b/",10,"M4/4","D:",4,"7","8","b",FALSE,"P1",1,71
39,"4cc#/}",10,"M4/4","D:",4,"^1+","4","cc#",FALSE,"+M2",2,73
40,"{4a",10,"M4/4","D:",5,"v6","4","a",TRUE,"-M3",3,69
41,"4.ff#",11,"M4/4","D:",5,"^4+","4.","ff#",FALSE,"+M6",6,78
42,"8ee",11,"M4/4","D:",5,"v3","8","ee",TRUE,"-M2",2,76
43,"4dd",11,"M4/4","D:",5,"v2","4","dd",TRUE,"-M2",2,74
44,"4cc#",11,"M4/4","D:",5,"v1+","4","cc#",TRUE,"-m2",2,73
45,"4b/",12,"M4/4","D:",5,"v7","4","b",TRUE,"-M2",2,71
46,"4b/",12,"M4/4","D:",5,"7","4","b",FALSE,"P1",1,71
47,"4dd/}",12,"M4/4","D:",5,"^2","4","dd",FALSE,"+m3",3,74
48,"{4b/",12,"M4/4","D:",6,"v7","4","b",TRUE,"-m3",3,71
49,"(4a",13,"M4/4","D:",6,"v6","4","a",TRUE,"-M2",2,69
50,"4dd/)",13,"M4/4","D:",6,"^2","4","dd",FALSE,"+P4",4,74
51,"(4cc#/",13,"M4/4","D:",6,"v1+","4","cc#",TRUE,"-m2",2,73
52,"4ee/)",13,"M4/4","D:",6,"^3","4","ee",FALSE,"+m3",3,76
53,"4dd",14,"M4/4","D:",6,"v2","4","dd",TRUE,"-M2",2,74
54,"4a",14,"M4/4","D:",6,"v6","4","a",TRUE,"-P4",4,69
55,"4a",14,"M4/4","D:",6,"6","4","a",FALSE,"P1",1,69
56,"4a}",14,"M4/4","D:",6,"6","4","a",FALSE,"P1",1,69
57,"{2dd/",15,"M4/4","D:",7,"^2","2","dd",FALSE,"+P4",4,74
58,"2ff#/",15,"M4/4","D:",7,"^4+","2","ff#",FALSE,"+M3",3,78
59,"2dd/",16,"M4/4","D:",7,"v2","2","dd",TRUE,"-M3",3,74
60,"4r}",16,"M4/4","D:",7,NA,"4",NA,FALSE,NA,NA,NA
