"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{8b/",0,"M2/4","G:",1,"^7","8","b",FALSE,"[b]",NA,71
2,"8b/",1,"M2/4","G:",1,"7","8","b",FALSE,"P1",1,71
3,"8d",1,"M2/4","G:",1,"v2","8","d",TRUE,"-M6",6,62
4,"8d",1,"M2/4","G:",1,"2","8","d",FALSE,"P1",1,62
5,"8b/",1,"M2/4","G:",1,"^7","8","b",FALSE,"+M6",6,71
6,"8a",2,"M2/4","G:",1,"v6","8","a",TRUE,"-M2",2,69
7,"8d",2,"M2/4","G:",1,"v2","8","d",TRUE,"-P5",5,62
8,"8d}",2,"M2/4","G:",1,"2","8","d",FALSE,"P1",1,62
9,"{8ee/",2,"M2/4","G:",2,"^^3","8","ee",FALSE,"+M9",9,76
10,"8ee/",3,"M2/4","G:",2,"3","8","ee",FALSE,"P1",1,76
11,"8f#",3,"M2/4","G:",2,"v4+","8","f#",TRUE,"-m7",7,66
12,"8f#",3,"M2/4","G:",2,"4+","8","f#",FALSE,"P1",1,66
13,"8ee/",3,"M2/4","G:",2,"^3","8","ee",FALSE,"+m7",7,76
14,"4dd/",4,"M2/4","G:",2,"v2","4","dd",TRUE,"-M2",2,74
15,"8r}",4,"M2/4","G:",2,NA,"8",NA,FALSE,NA,NA,NA
16,"{8b/",4,"M2/4","G:",3,"v7","8","b",FALSE,"[b]",NA,71
17,"8b/",5,"M2/4","G:",3,"7","8","b",FALSE,"P1",1,71
18,"8d",5,"M2/4","G:",3,"v2","8","d",TRUE,"-M6",6,62
19,"8d",5,"M2/4","G:",3,"2","8","d",FALSE,"P1",1,62
20,"8b/",5,"M2/4","G:",3,"^7","8","b",FALSE,"+M6",6,71
21,"8a",6,"M2/4","G:",3,"v6","8","a",TRUE,"-M2",2,69
22,"8d",6,"M2/4","G:",3,"v2","8","d",TRUE,"-P5",5,62
23,"8d}",6,"M2/4","G:",3,"2","8","d",FALSE,"P1",1,62
24,"{8b/",6,"M2/4","G:",4,"^7","8","b",FALSE,"+M6",6,71
25,"8a",7,"M2/4","G:",4,"v6","8","a",TRUE,"-M2",2,69
26,"8g",7,"M2/4","G:",4,"v5","8","g",TRUE,"-M2",2,67
27,"8f#",7,"M2/4","G:",4,"v4+","8","f#",TRUE,"-m2",2,66
28,"8e",7,"M2/4","G:",4,"v3","8","e",TRUE,"-M2",2,64
29,"4d",8,"M2/4","G:",4,"v2","4","d",TRUE,"-M2",2,62
30,"8r}",8,"M2/4","G:",4,NA,"8",NA,FALSE,NA,NA,NA
31,"{8d",8,"M2/4","G:",5,"2","8","d",FALSE,"[d]",NA,62
32,"8dL",9,"M2/4","G:",5,"2","8","d",FALSE,"P1",1,62
33,"8ccJ",9,"M2/4","G:",5,"^1","8","cc",FALSE,"+m7",7,72
34,"8a",9,"M2/4","G:",5,"v6","8","a",TRUE,"-m3",3,69
35,"8d",9,"M2/4","G:",5,"v2","8","d",TRUE,"-P5",5,62
36,"8dL",10,"M2/4","G:",5,"2","8","d",FALSE,"P1",1,62
37,"8bJ",10,"M2/4","G:",5,"^7","8","b",FALSE,"+M6",6,71
38,"8g}",10,"M2/4","G:",5,"v5","8","g",TRUE,"-M3",3,67
39,"{8d",10,"M2/4","G:",6,"v2","8","d",TRUE,"-P4",4,62
40,"8e",11,"M2/4","G:",6,"^3","8","e",FALSE,"+M2",2,64
41,"8e",11,"M2/4","G:",6,"3","8","e",FALSE,"P1",1,64
42,"8f#",11,"M2/4","G:",6,"^4+","8","f#",FALSE,"+M2",2,66
43,"8f#",11,"M2/4","G:",6,"4+","8","f#",FALSE,"P1",1,66
44,"4g",12,"M2/4","G:",6,"^5","4","g",FALSE,"+m2",2,67
45,"8r}",12,"M2/4","G:",6,NA,"8",NA,FALSE,NA,NA,NA
46,"{8d",12,"M2/4","G:",7,"v2","8","d",FALSE,"[d]",NA,62
47,"8dL",13,"M2/4","G:",7,"2","8","d",FALSE,"P1",1,62
48,"8ccJ",13,"M2/4","G:",7,"^1","8","cc",FALSE,"+m7",7,72
49,"8a",13,"M2/4","G:",7,"v6","8","a",TRUE,"-m3",3,69
50,"8d",13,"M2/4","G:",7,"v2","8","d",TRUE,"-P5",5,62
51,"8dL",14,"M2/4","G:",7,"2","8","d",FALSE,"P1",1,62
52,"8bJ",14,"M2/4","G:",7,"^7","8","b",FALSE,"+M6",6,71
53,"8g}",14,"M2/4","G:",7,"v5","8","g",TRUE,"-M3",3,67
54,"{8d",14,"M2/4","G:",8,"v2","8","d",TRUE,"-P4",4,62
55,"8e",15,"M2/4","G:",8,"^3","8","e",FALSE,"+M2",2,64
56,"8e",15,"M2/4","G:",8,"3","8","e",FALSE,"P1",1,64
57,"8f#",15,"M2/4","G:",8,"^4+","8","f#",FALSE,"+M2",2,66
58,"8f#",15,"M2/4","G:",8,"4+","8","f#",FALSE,"P1",1,66
59,"4g",16,"M2/4","G:",8,"^5","4","g",FALSE,"+m2",2,67
60,"8r}",16,"M2/4","G:",8,NA,"8",NA,FALSE,NA,NA,NA
