"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{4cc",1,"M6/8","C:",1,"^1","4","cc",FALSE,"[cc]",NA,72
2,"8cc",1,"M6/8","C:",1,"1","8","cc",FALSE,"P1",1,72
3,"(8ccL",1,"M6/8","C:",1,"1","8","cc",FALSE,"P1",1,72
4,"8bJ)",1,"M6/8","C:",1,"v7","8","b",TRUE,"-m2",2,71
5,"8cc",1,"M6/8","C:",1,"^1","8","cc",FALSE,"+m2",2,72
6,"4.dd",2,"M6/8","C:",1,"^2","4.","dd",FALSE,"+M2",2,74
7,"4.cc}",2,"M6/8","C:",1,"v1","4.","cc",TRUE,"-M2",2,72
8,"{4ee",3,"M6/8","C:",2,"^3","4","ee",FALSE,"+M3",3,76
9,"8ee",3,"M6/8","C:",2,"3","8","ee",FALSE,"P1",1,76
10,"(8eeL",3,"M6/8","C:",2,"3","8","ee",FALSE,"P1",1,76
11,"8ddJ)",3,"M6/8","C:",2,"v2","8","dd",TRUE,"-M2",2,74
12,"8ee",3,"M6/8","C:",2,"^3","8","ee",FALSE,"+M2",2,76
13,"4.ff",4,"M6/8","C:",2,"^4","4.","ff",FALSE,"+m2",2,77
14,"4.ee}",4,"M6/8","C:",2,"v3","4.","ee",TRUE,"-m2",2,76
15,"{4dd",5,"M6/8","C:",3,"v2","4","dd",TRUE,"-M2",2,74
16,"8dd",5,"M6/8","C:",3,"2","8","dd",FALSE,"P1",1,74
17,"(8ccL",5,"M6/8","C:",3,"v1","8","cc",TRUE,"-M2",2,72
18,"8eeJ)",5,"M6/8","C:",3,"^3","8","ee",FALSE,"+M3",3,76
19,"8f#",5,"M6/8","C:",3,"v4+","8","f#",TRUE,"-m7",7,66
20,"4.g",6,"M6/8","C:",3,"^5","4.","g",FALSE,"+m2",2,67
21,"4r",6,"M6/8","C:",3,NA,"4",NA,FALSE,NA,NA,NA
22,"8r}",6,"M6/8","C:",3,NA,"8",NA,FALSE,NA,NA,NA
23,"{4ee",7,"M6/8","C:",4,"^3","4","ee",FALSE,"[ee]",NA,76
24,"8dd",7,"M6/8","C:",4,"v2","8","dd",TRUE,"-M2",2,74
25,"4cc",7,"M6/8","C:",4,"v1","4","cc",TRUE,"-M2",2,72
26,"8b",7,"M6/8","C:",4,"v7","8","b",TRUE,"-m2",2,71
27,"4.a",8,"M6/8","C:",4,"v6","4.","a",TRUE,"-M2",2,69
28,"4.a}",8,"M6/8","C:",4,"6","4.","a",FALSE,"P1",1,69
29,"{4ff",9,"M6/8","C:",5,"^4","4","ff",FALSE,"+m6",6,77
30,"8ee",9,"M6/8","C:",5,"v3","8","ee",TRUE,"-m2",2,76
31,"(8ddL",9,"M6/8","C:",5,"v2","8","dd",TRUE,"-M2",2,74
32,"8eeJ)",9,"M6/8","C:",5,"^3","8","ee",FALSE,"+M2",2,76
33,"8cc",9,"M6/8","C:",5,"v1","8","cc",TRUE,"-M3",3,72
34,"4.b",10,"M6/8","C:",5,"v7","4.","b",TRUE,"-m2",2,71
35,"4.b}",10,"M6/8","C:",5,"7","4.","b",FALSE,"P1",1,71
36,"{(8ccL",11,"M6/8","C:",6,"^1","8","cc",FALSE,"+m2",2,72
37,"8eeJ)",11,"M6/8","C:",6,"^3","8","ee",FALSE,"+M3",3,76
38,"8gg",11,"M6/8","C:",6,"^5","8","gg",FALSE,"+m3",3,79
39,"(8gL",11,"M6/8","C:",6,"v5","8","g",TRUE,"-P8",8,67
40,"8aJ)",11,"M6/8","C:",6,"^6","8","a",FALSE,"+M2",2,69
41,"8b",11,"M6/8","C:",6,"^7","8","b",FALSE,"+M2",2,71
42,"4.cc",12,"M6/8","C:",6,"^1","4.","cc",FALSE,"+m2",2,72
43,"4r",12,"M6/8","C:",6,NA,"4",NA,FALSE,NA,NA,NA
44,"8r}",12,"M6/8","C:",6,NA,"8",NA,FALSE,NA,NA,NA
