"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{8g",0,"M2/4","C:",1,"^5","8","g",FALSE,"[g]",NA,67
2,"8ddq",1,"M2/4","C:",1,"^2","1%0","dd",FALSE,"+P5",5,74
3,"(16ccL",1,"M2/4","C:",1,"v1","16","cc",TRUE,"-M2",2,72
4,"16bJ)",1,"M2/4","C:",1,"v7","16","b",TRUE,"-m2",2,71
5,"(16ccL",1,"M2/4","C:",1,"^1","16","cc",FALSE,"+m2",2,72
6,"16ddJ)",1,"M2/4","C:",1,"^2","16","dd",FALSE,"+M2",2,74
7,"8ee",1,"M2/4","C:",1,"^3","8","ee",FALSE,"+M2",2,76
8,"8g",1,"M2/4","C:",1,"v5","8","g",TRUE,"-M6",6,67
9,"8ddq",2,"M2/4","C:",1,"^2","1%0","dd",FALSE,"+P5",5,74
10,"(16ccL",2,"M2/4","C:",1,"v1","16","cc",TRUE,"-M2",2,72
11,"16bJ)",2,"M2/4","C:",1,"v7","16","b",TRUE,"-m2",2,71
12,"(16ccL",2,"M2/4","C:",1,"^1","16","cc",FALSE,"+m2",2,72
13,"16ddJ)",2,"M2/4","C:",1,"^2","16","dd",FALSE,"+M2",2,74
14,"8ee",2,"M2/4","C:",1,"^3","8","ee",FALSE,"+M2",2,76
15,"16r}",2,"M2/4","C:",1,NA,"16",NA,FALSE,NA,NA,NA
16,"{16ee",2,"M2/4","C:",2,"3","16","ee",FALSE,"[ee]",NA,76
17,"8.dd",3,"M2/4","C:",2,"v2","8.","dd",TRUE,"-M2",2,74
18,"16ee",3,"M2/4","C:",2,"^3","16","ee",FALSE,"+M2",2,76
19,"(16ddL",3,"M2/4","C:",2,"v2","16","dd",TRUE,"-M2",2,74
20,"16ccJ)",3,"M2/4","C:",2,"v1","16","cc",TRUE,"-M2",2,72
21,"(16bL",3,"M2/4","C:",2,"v7","16","b",TRUE,"-m2",2,71
22,"16aJ)",3,"M2/4","C:",2,"v6","16","a",TRUE,"-M2",2,69
23,"(16.gL",4,"M2/4","C:",2,"v5","16.","g",TRUE,"-M2",2,67
24,"32fJ)",4,"M2/4","C:",2,"v4","32","f",TRUE,"-M2",2,65
25,"4e}",4,"M2/4","C:",2,"v3","4","e",TRUE,"-m2",2,64
26,"{8g",4,"M2/4","C:",3,"^5","8","g",FALSE,"+m3",3,67
27,"8ddq",5,"M2/4","C:",3,"^2","1%0","dd",FALSE,"+P5",5,74
28,"(16ccL",5,"M2/4","C:",3,"v1","16","cc",TRUE,"-M2",2,72
29,"16bJ)",5,"M2/4","C:",3,"v7","16","b",TRUE,"-m2",2,71
30,"(16ccL",5,"M2/4","C:",3,"^1","16","cc",FALSE,"+m2",2,72
31,"16ddJ)",5,"M2/4","C:",3,"^2","16","dd",FALSE,"+M2",2,74
32,"8ee",5,"M2/4","C:",3,"^3","8","ee",FALSE,"+M2",2,76
33,"8g",5,"M2/4","C:",3,"v5","8","g",TRUE,"-M6",6,67
34,"8ddq",6,"M2/4","C:",3,"^2","1%0","dd",FALSE,"+P5",5,74
35,"(16ccL",6,"M2/4","C:",3,"v1","16","cc",TRUE,"-M2",2,72
36,"16bJ)",6,"M2/4","C:",3,"v7","16","b",TRUE,"-m2",2,71
37,"(16ccL",6,"M2/4","C:",3,"^1","16","cc",FALSE,"+m2",2,72
38,"16ddJ)",6,"M2/4","C:",3,"^2","16","dd",FALSE,"+M2",2,74
39,"8ee",6,"M2/4","C:",3,"^3","8","ee",FALSE,"+M2",2,76
40,"16r}",6,"M2/4","C:",3,NA,"16",NA,FALSE,NA,NA,NA
41,"{16ee",6,"M2/4","C:",4,"3","16","ee",FALSE,"[ee]",NA,76
42,"8.dd",7,"M2/4","C:",4,"v2","8.","dd",TRUE,"-M2",2,74
43,"16ee",7,"M2/4","C:",4,"^3","16","ee",FALSE,"+M2",2,76
44,"(16ddL",7,"M2/4","C:",4,"v2","16","dd",TRUE,"-M2",2,74
45,"16ccJ)",7,"M2/4","C:",4,"v1","16","cc",TRUE,"-M2",2,72
46,"(16bL",7,"M2/4","C:",4,"v7","16","b",TRUE,"-m2",2,71
47,"16aJ)",7,"M2/4","C:",4,"v6","16","a",TRUE,"-M2",2,69
48,"(8.gL",8,"M2/4","C:",4,"v5","8.","g",TRUE,"-M2",2,67
49,"32b",8,"M2/4","C:",4,"^7","32","b",FALSE,"+M3",3,71
50,"32aJ)",8,"M2/4","C:",4,"v6","32","a",TRUE,"-M2",2,69
51,"8g",8,"M2/4","C:",4,"v5","8","g",TRUE,"-M2",2,67
52,"8r}",8,"M2/4","C:",4,NA,"8",NA,FALSE,NA,NA,NA
53,"{4cc/",9,"M2/4","C:",5,"^1","4","cc",FALSE,"[cc]",NA,72
54,"4ee",9,"M2/4","C:",5,"^3","4","ee",FALSE,"+M3",3,76
55,"4gg",10,"M2/4","C:",5,"^5","4","gg",FALSE,"+m3",3,79
56,"4ee/}",10,"M2/4","C:",5,"v3","4","ee",TRUE,"-m3",3,76
57,"{16eeq",11,"M2/4","C:",6,"3","1%0","ee",FALSE,"P1",1,76
58,"16.dd/",11,"M2/4","C:",6,"v2","16.","dd",TRUE,"-M2",2,74
59,"32cc/",11,"M2/4","C:",6,"v1","32","cc",TRUE,"-M2",2,72
60,"16.b/",11,"M2/4","C:",6,"v7","16.","b",TRUE,"-m2",2,71
61,"32cc/",11,"M2/4","C:",6,"^1","32","cc",FALSE,"+m2",2,72
62,"8dd/",11,"M2/4","C:",6,"^2","8","dd",FALSE,"+M2",2,74
63,"8ee/",11,"M2/4","C:",6,"^3","8","ee",FALSE,"+M2",2,76
64,"2cc/}",12,"M2/4","C:",6,"v1","2","cc",TRUE,"-M3",3,72
65,"{(16dd/L",13,"M2/4","C:",7,"^2","16","dd",FALSE,"+M2",2,74
66,"16gJ)",13,"M2/4","C:",7,"v5","16","g",TRUE,"-P5",5,67
67,"8g",13,"M2/4","C:",7,"5","8","g",FALSE,"P1",1,67
68,"(16dd/L",13,"M2/4","C:",7,"^2","16","dd",FALSE,"+P5",5,74
69,"16gJ)",13,"M2/4","C:",7,"v5","16","g",TRUE,"-P5",5,67
70,"8g",13,"M2/4","C:",7,"5","8","g",FALSE,"P1",1,67
71,"(16cc/L",14,"M2/4","C:",7,"^1","16","cc",FALSE,"+P4",4,72
72,"16ddJ)",14,"M2/4","C:",7,"^2","16","dd",FALSE,"+M2",2,74
73,"4.ee}",14,"M2/4","C:",7,"^3","4.","ee",FALSE,"+M2",2,76
74,"{8.gg",15,"M2/4","C:",8,"^5","8.","gg",FALSE,"+m3",3,79
75,"(32ffL",15,"M2/4","C:",8,"v4","32","ff",TRUE,"-M2",2,77
76,"32eeJ)",15,"M2/4","C:",8,"v3","32","ee",TRUE,"-m2",2,76
77,"(16ddL",15,"M2/4","C:",8,"v2","16","dd",TRUE,"-M2",2,74
78,"16ccJ)",15,"M2/4","C:",8,"v1","16","cc",TRUE,"-M2",2,72
79,"(16bL",15,"M2/4","C:",8,"v7","16","b",TRUE,"-m2",2,71
80,"16aJ)",15,"M2/4","C:",8,"v6","16","a",TRUE,"-M2",2,69
81,"16.gL",16,"M2/4","C:",8,"v5","16.","g",TRUE,"-M2",2,67
82,"32fJ",16,"M2/4","C:",8,"v4","32","f",TRUE,"-M2",2,65
83,"4e}",16,"M2/4","C:",8,"v3","4","e",TRUE,"-m2",2,64
