"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{16fL",0,"M2/4","F:",1,"^4","16","f",FALSE,"[f]",NA,65
2,"16aJ",0,"M2/4","F:",1,"^6","16","a",FALSE,"+M3",3,69
3,"(16ccL",1,"M2/4","F:",1,"^1","16","cc",FALSE,"+m3",3,72
4,"16bnJ)",1,"M2/4","F:",1,"v7","16","b",TRUE,"-m2",2,71
5,"(16ccL",1,"M2/4","F:",1,"^1","16","cc",FALSE,"+m2",2,72
6,"16ddJ)",1,"M2/4","F:",1,"^2","16","dd",FALSE,"+M2",2,74
7,"(16ccL",1,"M2/4","F:",1,"^1","16","cc",TRUE,"-M2",2,72
8,"16bnJ)",1,"M2/4","F:",1,"v7","16","b",TRUE,"-m2",2,71
9,"(16ccL",1,"M2/4","F:",1,"^1","16","cc",FALSE,"+m2",2,72
10,"16ddJ)",1,"M2/4","F:",1,"^2","16","dd",FALSE,"+M2",2,74
11,"8cc",2,"M2/4","F:",1,"^1","8","cc",TRUE,"-M2",2,72
12,"8a",2,"M2/4","F:",1,"^6","8","a",TRUE,"-m3",3,69
13,"8f}",2,"M2/4","F:",1,"^4","8","f",TRUE,"-M3",3,65
14,"{8a",2,"M2/4","F:",2,"^6","8","a",FALSE,"+M3",3,69
15,"8g",3,"M2/4","F:",2,"v5","8","g",TRUE,"-M2",2,67
16,"8b-/",3,"M2/4","F:",2,"^7-","8","b-",FALSE,"+m3",3,70
17,"8e",3,"M2/4","F:",2,"v3","8","e",TRUE,"-d5",5,64
18,"8g",3,"M2/4","F:",2,"v5","8","g",FALSE,"+m3",3,67
19,"8f",4,"M2/4","F:",2,"^4","8","f",TRUE,"-M2",2,65
20,"8a",4,"M2/4","F:",2,"^6","8","a",FALSE,"+M3",3,69
21,"8cc}",4,"M2/4","F:",2,"^1","8","cc",FALSE,"+m3",3,72
22,"{8a",4,"M2/4","F:",3,"^6","8","a",TRUE,"-m3",3,69
23,"8g",5,"M2/4","F:",3,"v5","8","g",TRUE,"-M2",2,67
24,"8b-/",5,"M2/4","F:",3,"^7-","8","b-",FALSE,"+m3",3,70
25,"8e",5,"M2/4","F:",3,"v3","8","e",TRUE,"-d5",5,64
26,"8g",5,"M2/4","F:",3,"v5","8","g",FALSE,"+m3",3,67
27,"4.f}",6,"M2/4","F:",3,"^4","4.","f",TRUE,"-M2",2,65
28,"{16fL",6,"M2/4","F:",4,"^4","16","f",FALSE,"P1",1,65
29,"16aJ",6,"M2/4","F:",4,"^6","16","a",FALSE,"+M3",3,69
30,"(16ccL",7,"M2/4","F:",4,"^1","16","cc",FALSE,"+m3",3,72
31,"16bnJ)",7,"M2/4","F:",4,"v7","16","b",TRUE,"-m2",2,71
32,"(16ccL",7,"M2/4","F:",4,"^1","16","cc",FALSE,"+m2",2,72
33,"16ddJ)",7,"M2/4","F:",4,"^2","16","dd",FALSE,"+M2",2,74
34,"(16ccL",7,"M2/4","F:",4,"^1","16","cc",TRUE,"-M2",2,72
35,"16bnJ)",7,"M2/4","F:",4,"v7","16","b",TRUE,"-m2",2,71
36,"(16ccL",7,"M2/4","F:",4,"^1","16","cc",FALSE,"+m2",2,72
37,"16ddJ)",7,"M2/4","F:",4,"^2","16","dd",FALSE,"+M2",2,74
38,"8cc",8,"M2/4","F:",4,"^1","8","cc",TRUE,"-M2",2,72
39,"8a",8,"M2/4","F:",4,"^6","8","a",TRUE,"-m3",3,69
40,"8f}",8,"M2/4","F:",4,"^4","8","f",TRUE,"-M3",3,65
41,"{8a",8,"M2/4","F:",5,"^6","8","a",FALSE,"+M3",3,69
42,"8g",9,"M2/4","F:",5,"v5","8","g",TRUE,"-M2",2,67
43,"8b-/",9,"M2/4","F:",5,"^7-","8","b-",FALSE,"+m3",3,70
44,"8e",9,"M2/4","F:",5,"v3","8","e",TRUE,"-d5",5,64
45,"8g",9,"M2/4","F:",5,"v5","8","g",FALSE,"+m3",3,67
46,"8f",10,"M2/4","F:",5,"^4","8","f",TRUE,"-M2",2,65
47,"8a",10,"M2/4","F:",5,"^6","8","a",FALSE,"+M3",3,69
48,"8cc}",10,"M2/4","F:",5,"^1","8","cc",FALSE,"+m3",3,72
49,"{8a",10,"M2/4","F:",6,"^6","8","a",TRUE,"-m3",3,69
50,"8g",11,"M2/4","F:",6,"v5","8","g",TRUE,"-M2",2,67
51,"8b-",11,"M2/4","F:",6,"^7-","8","b-",FALSE,"+m3",3,70
52,"8e",11,"M2/4","F:",6,"v3","8","e",TRUE,"-d5",5,64
