"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{4b/",1,"M6/8","G:",1,"^7","4","b",FALSE,"[b]",NA,71
2,"8b/",1,"M6/8","G:",1,"7","8","b",FALSE,"P1",1,71
3,"4b/",1,"M6/8","G:",1,"7","4","b",FALSE,"P1",1,71
4,"8cc",1,"M6/8","G:",1,"^1","8","cc",FALSE,"+m2",2,72
5,"4.dd",2,"M6/8","G:",1,"^2","4.","dd",FALSE,"+M2",2,74
6,"4b",2,"M6/8","G:",1,"v7","4","b",TRUE,"-m3",3,71
7,"8r}",2,"M6/8","G:",1,NA,"8",NA,FALSE,NA,NA,NA
8,"{4cc/",3,"M6/8","G:",2,"^1","4","cc",FALSE,"[cc]",NA,72
9,"8b/",3,"M6/8","G:",2,"v7","8","b",TRUE,"-m2",2,71
10,"4cc/",3,"M6/8","G:",2,"^1","4","cc",FALSE,"+m2",2,72
11,"8dd/",3,"M6/8","G:",2,"^2","8","dd",FALSE,"+M2",2,74
12,"4.b/",4,"M6/8","G:",2,"v7","4.","b",TRUE,"-m3",3,71
13,"4r",4,"M6/8","G:",2,NA,"4",NA,FALSE,NA,NA,NA
14,"8r}",4,"M6/8","G:",2,NA,"8",NA,FALSE,NA,NA,NA
15,"{4b/",5,"M6/8","G:",3,"7","4","b",FALSE,"[b]",NA,71
16,"8b/",5,"M6/8","G:",3,"7","8","b",FALSE,"P1",1,71
17,"8.cc#/L",5,"M6/8","G:",3,"^1+","8.","cc#",FALSE,"+M2",2,73
18,"16bJ",5,"M6/8","G:",3,"v7","16","b",TRUE,"-M2",2,71
19,"8cc#/",5,"M6/8","G:",3,"^1+","8","cc#",FALSE,"+M2",2,73
20,"4.dd/",6,"M6/8","G:",3,"^2","4.","dd",FALSE,"+m2",2,74
21,"4.a}",6,"M6/8","G:",3,"v6","4.","a",TRUE,"-P4",4,69
22,"{4a",7,"M6/8","G:",4,"6","4","a",FALSE,"P1",1,69
23,"8dd/",7,"M6/8","G:",4,"^2","8","dd",FALSE,"+P4",4,74
24,"8.cc#/L",7,"M6/8","G:",4,"v1+","8.","cc#",TRUE,"-m2",2,73
25,"16bJ",7,"M6/8","G:",4,"v7","16","b",TRUE,"-M2",2,71
26,"8cc#/",7,"M6/8","G:",4,"^1+","8","cc#",FALSE,"+M2",2,73
27,"4.dd/",8,"M6/8","G:",4,"^2","4.","dd",FALSE,"+m2",2,74
28,"4r",8,"M6/8","G:",4,NA,"4",NA,FALSE,NA,NA,NA
29,"8r}",8,"M6/8","G:",4,NA,"8",NA,FALSE,NA,NA,NA
30,"{4a",9,"M6/8","G:",5,"v6","4","a",FALSE,"[a]",NA,69
31,"8a",9,"M6/8","G:",5,"6","8","a",FALSE,"P1",1,69
32,"4b/",9,"M6/8","G:",5,"^7","4","b",FALSE,"+M2",2,71
33,"8b/",9,"M6/8","G:",5,"7","8","b",FALSE,"P1",1,71
34,"4.cc/",10,"M6/8","G:",5,"^1","4.","cc",FALSE,"+m2",2,72
35,"4.a}",10,"M6/8","G:",5,"v6","4.","a",TRUE,"-m3",3,69
36,"{4gn",11,"M6/8","G:",6,"v5","4","g",TRUE,"-M2",2,67
37,"8g",11,"M6/8","G:",6,"5","8","g",FALSE,"P1",1,67
38,"8.aL",11,"M6/8","G:",6,"^6","8.","a",FALSE,"+M2",2,69
39,"16gJ",11,"M6/8","G:",6,"v5","16","g",TRUE,"-M2",2,67
