"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{8a",1,"M2/4","F:",1,"^6","8","a",FALSE,"[a]",NA,69
2,"8a",1,"M2/4","F:",1,"6","8","a",FALSE,"P1",1,69
3,"8a",1,"M2/4","F:",1,"6","8","a",FALSE,"P1",1,69
4,"8a",1,"M2/4","F:",1,"6","8","a",FALSE,"P1",1,69
5,"8.cc/L",2,"M2/4","F:",1,"^1","8.","cc",FALSE,"+m3",3,72
6,"16b-J",2,"M2/4","F:",1,"v7-","16","b-",TRUE,"-M2",2,70
7,"4a}",2,"M2/4","F:",1,"v6","4","a",TRUE,"-m2",2,69
8,"{8cc",3,"M2/4","F:",2,"^1","8","cc",FALSE,"+m3",3,72
9,"8a",3,"M2/4","F:",2,"v6","8","a",TRUE,"-m3",3,69
10,"8b-/",3,"M2/4","F:",2,"^7-","8","b-",FALSE,"+m2",2,70
11,"8g",3,"M2/4","F:",2,"v5","8","g",TRUE,"-m3",3,67
12,"4a",4,"M2/4","F:",2,"^6","4","a",FALSE,"+M2",2,69
13,"4r}",4,"M2/4","F:",2,NA,"4",NA,FALSE,NA,NA,NA
14,"{8b-/",5,"M2/4","F:",3,"^7-","8","b-",TRUE,"[b-]",NA,70
15,"8b-/",5,"M2/4","F:",3,"7-","8","b-",FALSE,"P1",1,70
16,"8a",5,"M2/4","F:",3,"v6","8","a",TRUE,"-m2",2,69
17,"8a",5,"M2/4","F:",3,"6","8","a",FALSE,"P1",1,69
18,"8.ddLss",6,"M2/4","F:",3,"^2","8.","dd",FALSE,"+P4",4,74
19,"16eeJ",6,"M2/4","F:",3,"^3","16","ee",FALSE,"+M2",2,76
20,"4ff}",6,"M2/4","F:",3,"^4","4","ff",FALSE,"+m2",2,77
21,"{8cc",7,"M2/4","F:",4,"v1","8","cc",TRUE,"-P4",4,72
22,"8a",7,"M2/4","F:",4,"v6","8","a",TRUE,"-m3",3,69
23,"8b-/",7,"M2/4","F:",4,"^7-","8","b-",FALSE,"+m2",2,70
24,"8g",7,"M2/4","F:",4,"v5","8","g",TRUE,"-m3",3,67
25,"4f",8,"M2/4","F:",4,"v4","4","f",TRUE,"-M2",2,65
26,"4r}",8,"M2/4","F:",4,NA,"4",NA,FALSE,NA,NA,NA
