"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{8a",0,"M6/8","D:",1,"^6","8","a",FALSE,"[a]",NA,69
2,"4a",1,"M6/8","D:",1,"6","4","a",FALSE,"P1",1,69
3,"8dd/",1,"M6/8","D:",1,"^2","8","dd",FALSE,"+P4",4,74
4,"4f#",1,"M6/8","D:",1,"v4+","4","f#",TRUE,"-m6",6,66
5,"8f#",1,"M6/8","D:",1,"4+","8","f#",FALSE,"P1",1,66
6,"8f#L",2,"M6/8","D:",1,"4+","8","f#",FALSE,"P1",1,66
7,"8eJ",2,"M6/8","D:",1,"v3","8","e",TRUE,"-M2",2,64
8,"8f#",2,"M6/8","D:",1,"^4+","8","f#",FALSE,"+M2",2,66
9,"4d}",2,"M6/8","D:",1,"v2","4","d",TRUE,"-M3",3,62
10,"{8a",2,"M6/8","D:",2,"^6","8","a",FALSE,"+P5",5,69
11,"4a",3,"M6/8","D:",2,"6","4","a",FALSE,"P1",1,69
12,"8g",3,"M6/8","D:",2,"v5","8","g",TRUE,"-M2",2,67
13,"4g",3,"M6/8","D:",2,"5","4","g",FALSE,"P1",1,67
14,"8f#",3,"M6/8","D:",2,"v4+","8","f#",TRUE,"-m2",2,66
15,"8f#",4,"M6/8","D:",2,"4+","8","f#",FALSE,"P1",1,66
16,"8e",4,"M6/8","D:",2,"v3","8","e",TRUE,"-M2",2,64
17,"8r",4,"M6/8","D:",2,NA,"8",NA,FALSE,NA,NA,NA
18,"4r}",4,"M6/8","D:",2,NA,"4",NA,FALSE,NA,NA,NA
19,"{8a",4,"M6/8","D:",3,"^6","8","a",FALSE,"[a]",NA,69
20,"4a",5,"M6/8","D:",3,"6","4","a",FALSE,"P1",1,69
21,"8dd/",5,"M6/8","D:",3,"^2","8","dd",FALSE,"+P4",4,74
22,"4f#",5,"M6/8","D:",3,"v4+","4","f#",TRUE,"-m6",6,66
23,"8f#",5,"M6/8","D:",3,"4+","8","f#",FALSE,"P1",1,66
24,"8f#L",6,"M6/8","D:",3,"4+","8","f#",FALSE,"P1",1,66
25,"8eJ",6,"M6/8","D:",3,"v3","8","e",TRUE,"-M2",2,64
26,"8f#",6,"M6/8","D:",3,"^4+","8","f#",FALSE,"+M2",2,66
27,"4d}",6,"M6/8","D:",3,"v2","4","d",TRUE,"-M3",3,62
28,"{8a",6,"M6/8","D:",4,"^6","8","a",FALSE,"+P5",5,69
29,"4a",7,"M6/8","D:",4,"6","4","a",FALSE,"P1",1,69
30,"8g",7,"M6/8","D:",4,"v5","8","g",TRUE,"-M2",2,67
31,"4g",7,"M6/8","D:",4,"5","4","g",FALSE,"P1",1,67
32,"8f#",7,"M6/8","D:",4,"v4+","8","f#",TRUE,"-m2",2,66
33,"8f#",8,"M6/8","D:",4,"4+","8","f#",FALSE,"P1",1,66
34,"8e",8,"M6/8","D:",4,"v3","8","e",TRUE,"-M2",2,64
35,"8r",8,"M6/8","D:",4,NA,"8",NA,FALSE,NA,NA,NA
36,"4r}",8,"M6/8","D:",4,NA,"4",NA,FALSE,NA,NA,NA
37,"{8a",8,"M6/8","D:",5,"^6","8","a",FALSE,"[a]",NA,69
38,"4g#",9,"M6/8","D:",5,"v5+","4","g#",TRUE,"-m2",2,68
39,"8e",9,"M6/8","D:",5,"v3","8","e",TRUE,"-M3",3,64
40,"(8a/L",9,"M6/8","D:",5,"^6","8","a",FALSE,"+P4",4,69
41,"8cc#J)",9,"M6/8","D:",5,"^1+","8","cc#",FALSE,"+M3",3,73
42,"8ee",9,"M6/8","D:",5,"^3","8","ee",FALSE,"+m3",3,76
43,"(8ddL",10,"M6/8","D:",5,"v2","8","dd",TRUE,"-M2",2,74
44,"8bJ)",10,"M6/8","D:",5,"v7","8","b",TRUE,"-m3",3,71
