"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{4f#",0,"M4/4","D:",1,"^4+","4","f#",FALSE,"[f#]",NA,66
2,"4a",1,"M4/4","D:",1,"^6","4","a",FALSE,"+m3",3,69
3,"4f#",1,"M4/4","D:",1,"v4+","4","f#",TRUE,"-m3",3,66
4,"4b/",1,"M4/4","D:",1,"^7","4","b",FALSE,"+P4",4,71
5,"4b/",1,"M4/4","D:",1,"7","4","b",FALSE,"P1",1,71
6,"2a",2,"M4/4","D:",1,"v6","2","a",TRUE,"-M2",2,69
7,"4f#}",2,"M4/4","D:",1,"v4+","4","f#",TRUE,"-m3",3,66
8,"{4dd/",2,"M4/4","D:",2,"^2","4","dd",FALSE,"+m6",6,74
9,"4cc#/",3,"M4/4","D:",2,"v1+","4","cc#",TRUE,"-m2",2,73
10,"4b/",3,"M4/4","D:",2,"v7","4","b",TRUE,"-M2",2,71
11,"4ee/",3,"M4/4","D:",2,"^3","4","ee",FALSE,"+P4",4,76
12,"4g#",3,"M4/4","D:",2,"v5+","4","g#",TRUE,"-m6",6,68
13,"2a",4,"M4/4","D:",2,"^6","2","a",FALSE,"+m2",2,69
14,"4r}",4,"M4/4","D:",2,NA,"4",NA,FALSE,NA,NA,NA
15,"{4a",4,"M4/4","D:",3,"6","4","a",FALSE,"[a]",NA,69
16,"4.cc#/",5,"M4/4","D:",3,"^1+","4.","cc#",FALSE,"+M3",3,73
17,"8ee/",5,"M4/4","D:",3,"^3","8","ee",FALSE,"+m3",3,76
18,"4dd/",5,"M4/4","D:",3,"v2","4","dd",TRUE,"-M2",2,74
19,"4ff#/",5,"M4/4","D:",3,"^4+","4","ff#",FALSE,"+M3",3,78
20,"(4ee/",6,"M4/4","D:",3,"v3","4","ee",TRUE,"-M2",2,76
21,"4g)",6,"M4/4","D:",3,"v5","4","g",TRUE,"-M6",6,67
22,"4f#}",6,"M4/4","D:",3,"v4+","4","f#",TRUE,"-m2",2,66
23,"{4b/",6,"M4/4","D:",4,"^7","4","b",FALSE,"+P4",4,71
24,"4a",7,"M4/4","D:",4,"v6","4","a",TRUE,"-M2",2,69
25,"8.dd/L",7,"M4/4","D:",4,"^2","8.","dd",FALSE,"+P4",4,74
26,"16eeJ",7,"M4/4","D:",4,"^3","16","ee",FALSE,"+M2",2,76
27,"4ff#/",7,"M4/4","D:",4,"^4+","4","ff#",FALSE,"+M2",2,78
28,"4ee/",7,"M4/4","D:",4,"v3","4","ee",TRUE,"-M2",2,76
29,"2dd/",8,"M4/4","D:",4,"v2","2","dd",TRUE,"-M2",2,74
30,"4r}",8,"M4/4","D:",4,NA,"4",NA,FALSE,NA,NA,NA
