"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{4cc/",1,"M2/4","C:",1,"^1","4","cc",FALSE,"[cc]",NA,72
2,"4ee/",1,"M2/4","C:",1,"^3","4","ee",FALSE,"+M3",3,76
3,"4dd/",2,"M2/4","C:",1,"v2","4","dd",TRUE,"-M2",2,74
4,"8r}",2,"M2/4","C:",1,NA,"8",NA,FALSE,NA,NA,NA
5,"{8g",2,"M2/4","C:",2,"v5","8","g",FALSE,"[g]",NA,67
6,"(8bq/",3,"M2/4","C:",2,"^7","1%0","b",FALSE,"+M3",3,71
7,"8a)",3,"M2/4","C:",2,"v6","8","a",TRUE,"-M2",2,69
8,"8g",3,"M2/4","C:",2,"v5","8","g",TRUE,"-M2",2,67
9,"8a",3,"M2/4","C:",2,"^6","8","a",FALSE,"+M2",2,69
10,"8b/",3,"M2/4","C:",2,"^7","8","b",FALSE,"+M2",2,71
11,"4cc/",4,"M2/4","C:",2,"^1","4","cc",FALSE,"+m2",2,72
12,"8r}",4,"M2/4","C:",2,NA,"8",NA,FALSE,NA,NA,NA
13,"{8g",4,"M2/4","C:",3,"v5","8","g",FALSE,"[g]",NA,67
14,"8g",5,"M2/4","C:",3,"5","8","g",FALSE,"P1",1,67
15,"8ee/",5,"M2/4","C:",3,"^3","8","ee",FALSE,"+M6",6,76
16,"8ee/",5,"M2/4","C:",3,"3","8","ee",FALSE,"P1",1,76
17,"8dd/",5,"M2/4","C:",3,"v2","8","dd",TRUE,"-M2",2,74
18,"(16dd/L",6,"M2/4","C:",3,"2","16","dd",FALSE,"P1",1,74
19,"16cc",6,"M2/4","C:",3,"v1","16","cc",TRUE,"-M2",2,72
20,"16b",6,"M2/4","C:",3,"v7","16","b",TRUE,"-m2",2,71
21,"16aJ)",6,"M2/4","C:",3,"v6","16","a",TRUE,"-M2",2,69
22,"8g}",6,"M2/4","C:",3,"v5","8","g",TRUE,"-M2",2,67
23,"{8g",6,"M2/4","C:",4,"5","8","g",FALSE,"P1",1,67
24,"8a",7,"M2/4","C:",4,"^6","8","a",FALSE,"+M2",2,69
25,"8b/",7,"M2/4","C:",4,"^7","8","b",FALSE,"+M2",2,71
26,"8cc/",7,"M2/4","C:",4,"^1","8","cc",FALSE,"+m2",2,72
27,"8dd/",7,"M2/4","C:",4,"^2","8","dd",FALSE,"+M2",2,74
28,"4g",8,"M2/4","C:",4,"v5","4","g",TRUE,"-P5",5,67
29,"8cc/",8,"M2/4","C:",4,"^1","8","cc",FALSE,"+P4",4,72
30,"8r}",8,"M2/4","C:",4,NA,"8",NA,FALSE,NA,NA,NA
31,"{4cc/",9,"M2/4","C:",5,"1","4","cc",FALSE,"[cc]",NA,72
32,"4ee/",9,"M2/4","C:",5,"^3","4","ee",FALSE,"+M3",3,76
33,"(<8eeq/",10,"M2/4","C:",5,"3","1%0","ee",FALSE,"P1",1,76
34,"4.gg/)}",10,"M2/4","C:",5,"^5","4.","gg",FALSE,"+m3",3,79
35,"{16ee/L",10,"M2/4","C:",6,"v3","16","ee",TRUE,"-m3",3,76
36,"16ccJ",10,"M2/4","C:",6,"v1","16","cc",TRUE,"-M3",3,72
37,"16gL",11,"M2/4","C:",6,"v5","16","g",TRUE,"-P4",4,67
38,"16eJ",11,"M2/4","C:",6,"v3","16","e",TRUE,"-m3",3,64
39,"16gL",11,"M2/4","C:",6,"^5","16","g",FALSE,"+m3",3,67
40,"16ccJ",11,"M2/4","C:",6,"^1","16","cc",FALSE,"+P4",4,72
41,"8ee/",11,"M2/4","C:",6,"^3","8","ee",FALSE,"+M3",3,76
42,"8dd/",11,"M2/4","C:",6,"v2","8","dd",TRUE,"-M2",2,74
43,"4.cc/",12,"M2/4","C:",6,"v1","4.","cc",TRUE,"-M2",2,72
44,"8r}",12,"M2/4","C:",6,NA,"8",NA,FALSE,NA,NA,NA
