"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{8d",1,"M3/8","G:",1,"^2","8","d",FALSE,"[d]",NA,62
2,"8g",1,"M3/8","G:",1,"^5","8","g",FALSE,"+P4",4,67
3,"8a",1,"M3/8","G:",1,"^6","8","a",FALSE,"+M2",2,69
4,"4.b/}",2,"M3/8","G:",1,"^7","4.","b",FALSE,"+M2",2,71
5,"{8g",3,"M3/8","G:",2,"v5","8","g",TRUE,"-M3",3,67
6,"8b/",3,"M3/8","G:",2,"^7","8","b",FALSE,"+M3",3,71
7,"8cc",3,"M3/8","G:",2,"^1","8","cc",FALSE,"+m2",2,72
8,"4.dd}",4,"M3/8","G:",2,"^2","4.","dd",FALSE,"+M2",2,74
9,"{8ee",5,"M3/8","G:",3,"^3","8","ee",FALSE,"+M2",2,76
10,"8a",5,"M3/8","G:",3,"v6","8","a",TRUE,"-P5",5,69
11,"8b/",5,"M3/8","G:",3,"^7","8","b",FALSE,"+M2",2,71
12,"16ddqq",6,"M3/8","G:",3,"^2","1%0","dd",FALSE,"+m3",3,74
13,"16ccL",6,"M3/8","G:",3,"v1","16","cc",TRUE,"-M2",2,72
14,"16bJ",6,"M3/8","G:",3,"v7","16","b",TRUE,"-m2",2,71
15,"16ccL",6,"M3/8","G:",3,"^1","16","cc",FALSE,"+m2",2,72
16,"16ddJ",6,"M3/8","G:",3,"^2","16","dd",FALSE,"+M2",2,74
17,"8cc}",6,"M3/8","G:",3,"v1","8","cc",TRUE,"-M2",2,72
18,"{8dd",7,"M3/8","G:",4,"^2","8","dd",FALSE,"+M2",2,74
19,"8g",7,"M3/8","G:",4,"v5","8","g",TRUE,"-P5",5,67
20,"8a",7,"M3/8","G:",4,"^6","8","a",FALSE,"+M2",2,69
21,"16ccqq",8,"M3/8","G:",4,"^1","1%0","cc",FALSE,"+m3",3,72
22,"16b\L",8,"M3/8","G:",4,"v7","16","b",TRUE,"-m2",2,71
23,"16aJ",8,"M3/8","G:",4,"v6","16","a",TRUE,"-M2",2,69
24,"16bL",8,"M3/8","G:",4,"^7","16","b",FALSE,"+M2",2,71
25,"16ccJ",8,"M3/8","G:",4,"^1","16","cc",FALSE,"+m2",2,72
26,"8b}",8,"M3/8","G:",4,"v7","8","b",TRUE,"-m2",2,71
27,"{8dd",9,"M3/8","G:",5,"^2","8","dd",FALSE,"+m3",3,74
28,"8cc",9,"M3/8","G:",5,"v1","8","cc",TRUE,"-M2",2,72
29,"8b",9,"M3/8","G:",5,"v7","8","b",TRUE,"-m2",2,71
30,"8a",10,"M3/8","G:",5,"v6","8","a",TRUE,"-M2",2,69
31,"8f#",10,"M3/8","G:",5,"v4+","8","f#",TRUE,"-m3",3,66
32,"8d}",10,"M3/8","G:",5,"v2","8","d",TRUE,"-M3",3,62
33,"{8dd",11,"M3/8","G:",6,"^2","8","dd",FALSE,"+P8",8,74
34,"8cc",11,"M3/8","G:",6,"v1","8","cc",TRUE,"-M2",2,72
35,"8b",11,"M3/8","G:",6,"v7","8","b",TRUE,"-m2",2,71
36,"8a",12,"M3/8","G:",6,"v6","8","a",TRUE,"-M2",2,69
37,"8f#",12,"M3/8","G:",6,"v4+","8","f#",TRUE,"-m3",3,66
38,"8d}",12,"M3/8","G:",6,"v2","8","d",TRUE,"-M3",3,62
39,"{8cc",13,"M3/8","G:",7,"^1","8","cc",FALSE,"+m7",7,72
40,"8cc",13,"M3/8","G:",7,"1","8","cc",FALSE,"P1",1,72
41,"8cc",13,"M3/8","G:",7,"1","8","cc",FALSE,"P1",1,72
42,"8.ee/",14,"M3/8","G:",7,"^3","8.","ee",FALSE,"+M3",3,76
43,"16dd/",14,"M3/8","G:",7,"v2","16","dd",TRUE,"-M2",2,74
44,"8cc/}",14,"M3/8","G:",7,"v1","8","cc",TRUE,"-M2",2,72
45,"{8dd/",15,"M3/8","G:",8,"^2","8","dd",FALSE,"+M2",2,74
46,"8a",15,"M3/8","G:",8,"v6","8","a",TRUE,"-P4",4,69
