"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{8g",0,"M3/4","G:",1,"^5","8","g",FALSE,"[g]",NA,67
2,"8a",0,"M3/4","G:",1,"^6","8","a",FALSE,"+M2",2,69
3,"4b",1,"M3/4","G:",1,"^7","4","b",FALSE,"+M2",2,71
4,"4dd",1,"M3/4","G:",1,"^2","4","dd",FALSE,"+m3",3,74
5,"4cc",1,"M3/4","G:",1,"v1","4","cc",TRUE,"-M2",2,72
6,"2a}",2,"M3/4","G:",1,"v6","2","a",TRUE,"-m3",3,69
7,"{8g",2,"M3/4","G:",2,"v5","8","g",TRUE,"-M2",2,67
8,"8a",2,"M3/4","G:",2,"^6","8","a",FALSE,"+M2",2,69
9,"4b",3,"M3/4","G:",2,"^7","4","b",FALSE,"+M2",2,71
10,"4dd",3,"M3/4","G:",2,"^2","4","dd",FALSE,"+m3",3,74
11,"4cc",3,"M3/4","G:",2,"v1","4","cc",TRUE,"-M2",2,72
12,"2a}",4,"M3/4","G:",2,"v6","2","a",TRUE,"-m3",3,69
13,"{4dd",4,"M3/4","G:",3,"^2","4","dd",FALSE,"+P4",4,74
14,"4ee",5,"M3/4","G:",3,"^3","4","ee",FALSE,"+M2",2,76
15,"4cc",5,"M3/4","G:",3,"v1","4","cc",TRUE,"-M3",3,72
16,"4a",5,"M3/4","G:",3,"v6","4","a",TRUE,"-m3",3,69
17,"4dd",6,"M3/4","G:",3,"^2","4","dd",FALSE,"+P4",4,74
18,"4b/}",6,"M3/4","G:",3,"v7","4","b",TRUE,"-m3",3,71
19,"{4g",6,"M3/4","G:",4,"v5","4","g",TRUE,"-M3",3,67
20,"4a",7,"M3/4","G:",4,"^6","4","a",FALSE,"+M2",2,69
21,"8aL",7,"M3/4","G:",4,"6","8","a",FALSE,"P1",1,69
22,"8gJ",7,"M3/4","G:",4,"v5","8","g",TRUE,"-M2",2,67
23,"8aL",7,"M3/4","G:",4,"^6","8","a",FALSE,"+M2",2,69
24,"8bJ",7,"M3/4","G:",4,"^7","8","b",FALSE,"+M2",2,71
25,"4g",8,"M3/4","G:",4,"v5","4","g",TRUE,"-M3",3,67
26,"4r}",8,"M3/4","G:",4,NA,"4",NA,FALSE,NA,NA,NA
