"id","summary","measure","metre","key","phrases","degree","duration","note_name","mint_direction","mint","interval","pitch"
1,"{(16eL",1,"M3/8","A:",1,"^3","16","e",FALSE,"[e]",NA,64
2,"16aJ)",1,"M3/8","A:",1,"^6","16","a",FALSE,"+P4",4,69
3,"8a",1,"M3/8","A:",1,"6","8","a",FALSE,"P1",1,69
4,"8e",1,"M3/8","A:",1,"v3","8","e",TRUE,"-P4",4,64
5,"(16eL",2,"M3/8","A:",1,"3","16","e",FALSE,"P1",1,64
6,"16cc#J)",2,"M3/8","A:",1,"^1+","16","cc#",FALSE,"+M6",6,73
7,"(16cc#L",2,"M3/8","A:",1,"1+","16","cc#",FALSE,"P1",1,73
8,"16eJ)",2,"M3/8","A:",1,"v3","16","e",TRUE,"-M6",6,64
9,"8e}",2,"M3/8","A:",1,"3","8","e",FALSE,"P1",1,64
10,"{(16eL",3,"M3/8","A:",2,"3","16","e",FALSE,"P1",1,64
11,"16aJ)",3,"M3/8","A:",2,"^6","16","a",FALSE,"+P4",4,69
12,"8a",3,"M3/8","A:",2,"6","8","a",FALSE,"P1",1,69
13,"8e",3,"M3/8","A:",2,"v3","8","e",TRUE,"-P4",4,64
14,"(16eL",4,"M3/8","A:",2,"3","16","e",FALSE,"P1",1,64
15,"16cc#J)",4,"M3/8","A:",2,"^1+","16","cc#",FALSE,"+M6",6,73
16,"4a}",4,"M3/8","A:",2,"v6","4","a",TRUE,"-M3",3,69
17,"{(16eL",5,"M3/8","A:",3,"v3","16","e",TRUE,"-P4",4,64
18,"16aJ)",5,"M3/8","A:",3,"^6","16","a",FALSE,"+P4",4,69
19,"8a",5,"M3/8","A:",3,"6","8","a",FALSE,"P1",1,69
20,"8e",5,"M3/8","A:",3,"v3","8","e",TRUE,"-P4",4,64
21,"(16eL",6,"M3/8","A:",3,"3","16","e",FALSE,"P1",1,64
22,"16cc#J)",6,"M3/8","A:",3,"^1+","16","cc#",FALSE,"+M6",6,73
23,"(16cc#L",6,"M3/8","A:",3,"1+","16","cc#",FALSE,"P1",1,73
24,"16eJ)",6,"M3/8","A:",3,"v3","16","e",TRUE,"-M6",6,64
25,"8e}",6,"M3/8","A:",3,"3","8","e",FALSE,"P1",1,64
26,"{(16eL",7,"M3/8","A:",4,"3","16","e",FALSE,"P1",1,64
27,"16aJ)",7,"M3/8","A:",4,"^6","16","a",FALSE,"+P4",4,69
28,"8a",7,"M3/8","A:",4,"6","8","a",FALSE,"P1",1,69
29,"8e",7,"M3/8","A:",4,"v3","8","e",TRUE,"-P4",4,64
30,"(16eL",8,"M3/8","A:",4,"3","16","e",FALSE,"P1",1,64
31,"16cc#J)",8,"M3/8","A:",4,"^1+","16","cc#",FALSE,"+M6",6,73
32,"4a}",8,"M3/8","A:",4,"v6","4","a",TRUE,"-M3",3,69
33,"{8ee",9,"M3/8","A:",5,"^3","8","ee",FALSE,"+P5",5,76
34,"16e",9,"M3/8","A:",5,"v3","16","e",TRUE,"-P8",8,64
35,"16e",9,"M3/8","A:",5,"3","16","e",FALSE,"P1",1,64
36,"8e",9,"M3/8","A:",5,"3","8","e",FALSE,"P1",1,64
37,"8e",10,"M3/8","A:",5,"3","8","e",FALSE,"P1",1,64
38,"16f#L",10,"M3/8","A:",5,"^4+","16","f#",FALSE,"+M2",2,66
39,"16d#J",10,"M3/8","A:",5,"v2+","16","d#",TRUE,"-m3",3,63
40,"8e}",10,"M3/8","A:",5,"^3","8","e",FALSE,"+m2",2,64
41,"{8ee",11,"M3/8","A:",6,"^3","8","ee",FALSE,"+P8",8,76
42,"8e",11,"M3/8","A:",6,"v3","8","e",TRUE,"-P8",8,64
43,"8e",11,"M3/8","A:",6,"3","8","e",FALSE,"P1",1,64
44,"8e",12,"M3/8","A:",6,"3","8","e",FALSE,"P1",1,64
45,"16f#L",12,"M3/8","A:",6,"^4+","16","f#",FALSE,"+M2",2,66
46,"16d#J",12,"M3/8","A:",6,"v2+","16","d#",TRUE,"-m3",3,63
47,"8e}",12,"M3/8","A:",6,"^3","8","e",FALSE,"+m2",2,64
48,"{8a^^",13,"M2/4","A:",7,"^6","8","a",FALSE,"+P4",4,69
49,"8e",13,"M2/4","A:",7,"v3","8","e",TRUE,"-P4",4,64
50,"8b^^",13,"M2/4","A:",7,"^7","8","b",FALSE,"+P5",5,71
51,"8e",13,"M2/4","A:",7,"v3","8","e",TRUE,"-P5",5,64
52,"8cc#",14,"M3/8","A:",7,"^1+","8","cc#",FALSE,"+M6",6,73
53,"8dd",14,"M3/8","A:",7,"^2","8","dd",FALSE,"+m2",2,74
54,"8b",14,"M3/8","A:",7,"v7","8","b",TRUE,"-m3",3,71
55,"4a",15,"M3/8","A:",7,"v6","4","a",TRUE,"-M2",2,69
56,"8r}",15,"M3/8","A:",7,NA,"8",NA,FALSE,NA,NA,NA
